# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 529, mean observations per image: 10.268
162 0.932562812074375 0.03395117811455337 -0.33986430815097857 0.1169023742241681 0.34204459921482655 0.06630855035750217 0.2512964646182759 162 image_000162.jpg

118 0.9827372230130674 0.04259345452587835 -0.17586208454899233 0.038547108897086825 0.2846465400397152 -0.004216206738383107 0.06766122034373415 118 image_000118.jpg

502 0.9267254884739815 0.030066344606260006 -0.3551337161980347 0.11897871823045322 0.33424258993833816 0.06857495344466191 0.27683037776888264 502 image_000502.jpg

299 0.9982323370700557 -0.059208401433336416 -0.004635867885753961 0.002251043907642492 -0.05063269009274752 -0.06635447556665655 -0.058848384215660805 299 image_000299.jpg

459 0.9201385698295708 -0.014436606091727791 -0.3675070627986488 0.13444382091343562 0.48646877812405076 0.08646386979850323 0.25005216096755717 459 image_000459.jpg

181 0.9117678556805277 -0.018959279862883763 -0.37354025606028096 0.16966912728010775 0.6290395339946683 0.07404124069325448 0.17565248487919566 181 image_000181.jpg

464 0.9446316221890245 0.0656466460546385 -0.2922805614557849 0.13391674400354028 0.614379940939132 0.13865322623362578 0.2738135253100527 464 image_000464.jpg

349 0.902054112714562 -0.002469500991553241 -0.38424310935550915 0.1965948546092663 0.7592382225669828 0.329373462285118 0.5694675942147751 349 image_000349.jpg

2 0.9989175888369125 -0.022028791131997218 0.04096363590527173 -0.0005990932036740041 -0.08039828660688178 -0.03764344026134136 0.2891236764950968 2 image_000002.jpg

234 0.7505369159793407 -0.17381566321283787 -0.17302617824485333 -0.6136321394357279 -0.14669427214750722 -0.5485989371709378 -0.2617179702351346 234 image_000234.jpg

108 0.9154058506317727 -0.03761516711592448 -0.34960879509447296 0.1959360023188368 0.7177919664810857 0.036501093380299415 0.07881994523993496 108 image_000108.jpg

416 0.9411232790035184 -0.006880830648004049 -0.30060343230192926 0.1545225347069201 0.6547480795722072 0.04269679592573704 0.044595266632734165 416 image_000416.jpg

270 0.9178557065333988 0.016726572550795106 -0.37083202073132543 0.1405159999985755 0.48725243609630875 0.14338187283813397 0.4205583896984727 270 image_000270.jpg

116 0.5294919968400085 0.3174751472776346 -0.207224781375252 0.7588845234191565 -0.2629551291074083 0.6386497974608413 0.6074153783731151 116 image_000116.jpg

233 0.5825722457451705 0.18683485209013953 -0.19451152626739868 0.7667252658844075 -0.03742609875760587 0.5776649305234407 0.05217403092645803 233 image_000233.jpg

462 0.915613674582211 -0.05752011717222673 -0.3281822221311923 0.2250321282384866 0.7086370616091592 0.08664390770052369 0.027313160800275182 462 image_000462.jpg

273 0.9176164647535509 -0.0016210500702121752 -0.34899257507943704 0.19021447543066494 0.7196530654712974 0.0436880919690041 0.025484137754564096 273 image_000273.jpg

196 0.9666747670613186 -0.22462998050620106 -0.10436651239514357 0.06472174296116984 0.2606628884543049 -0.4299445811222114 -0.318503533745361 196 image_000196.jpg

101 0.8948556315064404 -0.002205021424555426 -0.44082410380679515 -0.07001868035554401 0.5078400951230938 -0.1179683429100242 0.558991792806233 101 image_000101.jpg

82 0.7906684966266755 0.023901782133205318 -0.5578705670214243 0.25110261780723947 0.5654272103942275 0.18324143301047607 0.42576532556477426 82 image_000082.jpg

31 0.9185159041994625 0.05599131102754797 -0.36026091047757286 0.15298881979403894 0.7344059632524732 0.23544929277681204 0.6035535172068586 31 image_000031.jpg

180 0.8607760982104272 0.08042535083838337 -0.472791983705526 0.17048172787671967 0.5553245905294347 0.2614622463167745 0.9212159248202062 180 image_000180.jpg

157 0.8544157406151065 0.0634498615873185 -0.47611345276208067 0.1981510376213621 0.45851621181027186 0.30494352146721815 0.8872774239028077 157 image_000157.jpg

15 0.9119188149665168 0.0584585948678112 -0.37708286899884974 0.15098058308235449 0.7072121989521928 0.21740644727258113 0.6700115820379344 15 image_000015.jpg

505 0.8894020395001925 0.0646422285775862 -0.42658111120945424 0.15104282859277418 0.6406251955657789 0.22609726382764403 0.7678653511830561 505 image_000505.jpg

466 0.8955559283883894 0.07203624636614353 -0.4009613776411188 0.17894225713117368 0.7415332239480217 0.21133186539904797 0.49086559825397924 466 image_000466.jpg

292 0.8933290040225009 0.07191828192715614 -0.4146920236178149 0.15754877948475346 0.6672123854919401 0.2823937316106468 0.9830928070432318 292 image_000292.jpg

206 0.9414365138337624 0.015387096828362734 -0.3033240378846379 0.14647542411499617 0.6286554435390732 0.18388209936009103 0.3939935489997854 206 image_000206.jpg

226 0.92001356894915 0.12724888920093005 -0.3509876422225958 0.11912365284282406 0.8064395422411766 0.1733277118406356 0.7617114795824949 226 image_000226.jpg

99 0.945730329813184 0.024410920450311725 -0.30025710374748393 0.12183564506507133 0.6101883465097178 0.09566227394570864 0.25796982775730776 99 image_000099.jpg

10 0.9033390105090802 0.10306127069415304 -0.39053941799348163 0.14434686400121627 0.7281785531595283 0.1971221874964396 0.7256570464175534 10 image_000010.jpg

373 0.9332062703235708 -0.08360831657930973 -0.30400233999601506 0.1723898517917883 0.5978830303582681 0.03383651690110574 0.051128651595454294 373 image_000373.jpg

182 0.8401928464450832 0.05977412855714589 -0.500506244163587 0.19999131863990738 0.45977642033944205 0.2621740761652265 0.8231115271886439 182 image_000182.jpg

503 0.9588104991649522 -0.04507528152963536 -0.249506744832891 0.12805091370222962 0.5181807252665327 -0.10951456145834038 -0.1659072753657146 503 image_000503.jpg

24 0.9319754904401666 0.05948373815038466 -0.3372365359327917 0.11897431950325306 0.5132896831388205 0.18867914534073188 0.6623559491428966 24 image_000024.jpg

