# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 3579, mean track length: 5.82
0 0.1156092974152504 -0.3022303428680246 1.015894461013431 95 82 74 0.28
1 0.08642916442568749 -0.2810620484363566 0.9899160756361713 135 126 131 0.28
2 0.1080054528833814 -0.262063203488702 0.9753359557668697 83 76 73 0.13
3 0.1058159863940146 -0.2612315394272801 0.9754923665584676 142 124 105 0.11
4 0.1088504061203635 -0.2444292681264203 0.9680600133692234 142 132 111 0.18
5 0.1286653600306304 -0.2409913419906141 0.9801468699573122 138 119 96 0.24
6 0.1251329652833516 -0.2408028354122675 0.9782797823689167 77 57 49 0.16
7 0.1327024548945626 -0.2372878940287095 0.983953841323211 141 111 78 0.22
8 0.1212890423528441 -0.2323186035051536 0.9759703646394049 159 131 100 0.35
9 0.1130923592926438 -0.2239025340667534 0.956163302640169 140 128 105 0.21
10 0.1059955936439263 -0.2098223267794313 0.9472807467133475 74 57 48 0.1
11 0.1493720724112705 -0.2075074606839808 0.9832315263252129 144 126 104 0.23
12 0.15331903552674 -0.2067241841117279 0.9849073504510186 158 142 119 0.09
13 0.1213841894883074 -0.2128724677385163 0.9636758953337223 146 126 103 0.53
14 0.1003633074131749 -0.2012666660443608 0.9413532713809711 94 66 54 0.33
15 0.119023585014259 -0.1965341190430746 0.9545004568552791 82 69 63 0.37
16 0.1321641896073881 -0.1836896544460667 0.9523419192551514 132 98 70 0.27
17 0.1252778967441375 -0.1778365723350311 0.9493314268100499 155 125 95 0.18
18 0.1399293802403753 -0.182740996460053 0.9608987903375186 114 93 71 0.13
19 0.1376450438075087 -0.1802861588565525 0.9578147806773347 139 114 94 0.43
20 0.1513330999007731 -0.1622490066613737 0.9629937954584256 86 64 54 0.29
21 0.151030287028303 -0.1546708790681607 0.9591490674887726 82 62 47 0.13
22 0.1289738904504658 -0.1526708813386621 0.938402268307069 141 120 93 0.47
23 0.1474510327658292 -0.1419673117537687 0.9492021315062158 154 133 104 0.17
24 0.1323181649889864 -0.1300725689423981 0.9292559749157541 99 68 52 0.19
25 0.151069286557443 -0.1370597007746519 0.9512993756001933 120 101 82 0.87
26 0.1385933365593088 -0.1367812250824176 0.9378178039455844 158 132 100 0.22
27 0.08193341818078781 -0.1314207539055969 0.897080166749169 86 73 60 0.22
28 0.0935474147777855 -0.1325622945726169 0.9037954232863579 140 123 101 0.14
29 0.1008635069824149 -0.1141895546052034 0.8998556583077393 142 119 93 0.09
30 0.1291627855718372 -0.1072191624692643 0.9158254797936551 69 50 41 0.24
31 0.1574184535569509 -0.09769137088230263 0.9351560837849084 152 123 90 0.35
32 0.1692614450146325 -0.0947537714920112 0.9453168817075011 144 119 89 0.58
33 0.07519303515796227 -0.09713882594511397 0.8728614286648855 92 70 53 0.24
34 0.1124248391359342 -0.2559994601275745 0.9748649781943897 98 84 74 0.33
35 0.1303525452732535 -0.2534326546740133 0.9776454554390563 146 130 101 0.22
36 0.1068070304893071 -0.2456149870985582 0.9679772692755402 82 68 62 0.27
37 0.1097703582629881 -0.2288652025858757 0.9570177156554311 136 118 96 0.4
38 0.1206536118701846 -0.2210321639844474 0.9618959574561956 138 123 102 0.16
39 0.1295927991313572 -0.2319422780704405 0.9762762983791919 127 104 79 0.77
40 0.1449150342916239 -0.2192048685435583 0.9812535528353796 130 121 100 0.54
41 0.1589000139265667 -0.1959893325702619 0.9840154057985575 90 72 59 0.1
42 0.1462851409024774 -0.1835236097514984 0.9662949208286622 148 123 95 0.28
43 0.1501244451895223 -0.177521806507678 0.9660499568868237 152 130 104 0.28
44 0.1090780735476503 -0.1566374466923845 0.923849536567692 141 118 90 0.74
45 0.1316269499469227 -0.1482565477345169 0.9374787035327941 147 118 89 0.27
46 0.1380445888368038 -0.1467073270884596 0.9409290345507411 131 105 78 0.25
47 0.1538019970367668 -0.1453537356867637 0.9559378197021273 143 120 94 0.3
48 0.1578816831241074 -0.1442551088881797 0.9598871181828006 132 114 89 0.28
49 0.1549331834063412 -0.1407965103388715 0.9581135781079595 132 115 87 0.24
50 0.08264435211759058 -0.1342665605515358 0.8958536719132817 72 62 52 0.19
51 0.1171542745946824 -0.1250818921618165 0.9175055142284159 89 62 47 0.32
52 0.1351508111851069 -0.121049524023548 0.930459476298525 95 70 53 0.36
53 0.1528744901072937 -0.1158390516910861 0.9406551012652205 92 70 53 0.77
54 0.1659762171446124 -0.11730891482566 0.9540993806506817 154 127 95 0.22
55 0.1765042859484053 -0.10663933703854 0.9626322782310646 105 88 68 0.1
56 0.1217226628821948 -0.113727016528892 0.9116973040565202 106 78 56 0.35
57 0.1232277497043288 -0.1153031337538507 0.9176375491522264 144 118 86 0.28
58 0.1469495605996192 -0.1044828707419126 0.9278231909830945 144 119 91 0.26
59 0.1937812430718268 -0.09327374600153043 0.9684358786053497 184 196 205 0.45
60 0.1764065189264997 -0.0890700834780547 0.9538104895951245 145 118 91 0.59
61 0.7528175593385468 0.01188221240044585 -0.09438214254535993 86 69 50 1.34
62 0.0820040450306514 -0.2830306220611182 0.9893662168717938 98 96 94 0.45
63 0.1064997240720083 -0.2518198755472536 0.9729773161388291 156 139 109 0.21
64 0.1065541029028941 -0.2437739141218714 0.9652452852813853 157 146 122 0.21
65 0.1025397237353737 -0.2279606167969623 0.9533950959127819 134 121 99 0.73
66 0.1168544575342557 -0.2246209412066884 0.9611823934155435 86 65 57 0.19
67 0.1255664450665559 -0.2314569124958691 0.9762516517589908 158 128 92 0.31
68 0.1428041182826741 -0.2179681007702538 0.979978822023744 80 67 60 0.15
69 0.1613241499994278 -0.2171430149963091 0.995999822523207 106 100 96 0.36
70 0.1199405415601847 -0.2059871397921974 0.953998633797311 87 65 52 0.18
71 0.1273808821865077 -0.2041669776896457 0.9592476548451183 78 59 47 0.17
72 0.1188360423950877 -0.1884860549308119 0.9464107387411516 90 66 54 0.16
73 0.1454809844999633 -0.181517947749346 0.9664694503985334 98 71 58 0.17
74 0.1538418872012596 -0.1790870048405694 0.9710915517263872 94 69 55 0.22
75 0.09979938820265311 -0.1749721957064215 0.9268461661099061 95 75 63 0.18
76 0.1255051041032796 -0.1683680505928127 0.9426275877401382 83 65 53 0.15
77 0.08549575272442822 -0.1576157196744221 0.9088231350901461 143 124 103 0.28
78 0.1352696443627759 -0.1491750652935892 0.9378522742671507 87 65 55 0.27
79 0.1580598252913432 -0.1416424191224423 0.9601574368197567 83 68 58 0.2
80 0.1619919395610484 -0.1403718535277454 0.9620117613106414 93 73 60 0.2
81 0.08894987787094155 -0.1405878086197929 0.9023628675051145 92 75 60 0.44
82 0.1298214302616119 -0.1398500296847036 0.9341639552745347 70 53 47 0.19
83 0.1234511203061446 -0.1318924467152775 0.9271089692396042 89 69 58 0.23
84 0.1306643697835683 -0.1328516194875405 0.9304997521148743 147 118 87 0.37
85 0.1399428249212683 -0.1300042313896929 0.9381735118446271 152 123 89 0.19
86 0.149735706545147 -0.1250426873150849 0.94225659326417 94 71 54 0.62
87 0.1564915162262408 -0.1257230072813177 0.9496043765853341 139 118 93 0.7
88 0.1655017179644076 -0.1094176166271709 0.9554669567597074 96 78 68 0.33
89 0.1050630310962998 -0.1146532683403859 0.9035957068282603 157 130 95 0.18
90 0.1322374669880213 -0.1058993258393572 0.9172741089651899 77 58 48 0.22
91 0.1459349292047626 -0.1092539741818301 0.9285140256166606 156 130 99 0.26
92 0.1652593925588367 -0.1020286066403945 0.9478733770076995 101 75 59 0.26
93 0.1659003626748327 -0.09936534072375128 0.9455392759579999 173 144 108 0.3
94 0.1722112623593079 -0.102185850340338 0.9538272138589543 163 134 95 0.52
95 0.7892303375363778 0.03607865783370014 -0.07280276149830045 74 56 32 0.49
96 0.07962859910075004 -0.2820058125995547 0.9873327588117273 178 190 192 0.36
97 0.07715081021513426 -0.2481243573865068 0.9857032158388026 82 68 72 0.45
98 0.1505429384537309 -0.2338664474374521 1.007685937954286 64 66 79 0.47
99 0.1311690375060801 -0.2137502465095871 0.9669029842048678 113 86 66 0.52
100 0.1013077241227041 -0.1954093172452544 0.9373604020337185 154 130 96 0.39
101 0.109318670322188 -0.1930213049057538 0.940965088075626 144 121 92 0.33
102 0.1330507603192432 -0.1864758540895683 0.9552186885541682 96 73 60 0.52
103 0.1031514907702954 -0.155711053368028 0.9223705856130846 103 77 61 0.19
104 0.1517597823739321 -0.1515180256234617 0.9607434104023473 145 119 90 0.43
105 0.1476215625791851 -0.1446486156409688 0.9502747550754846 102 78 60 0.2
106 0.1071179759607785 -0.1357719834619756 0.9137977556759094 95 72 55 0.15
107 0.1291019647765104 -0.1302836864113835 0.9299071016792813 89 67 54 0.16
108 0.1430915882460096 -0.1286894933878152 0.9399404373989457 153 129 99 0.33
109 0.1496237053187888 -0.1328824614914348 0.9510027911308427 166 131 90 0.43
110 0.1021725141817615 -0.121215383781232 0.9001204563348555 144 120 91 0.5
111 0.160665941303496 -0.1219923123493677 0.953917994978323 95 68 53 0.38
112 0.1657273041862838 -0.1203190365893231 0.9570570487653975 88 69 55 0.2
113 0.09463914742448021 -0.1198305662412373 0.8970316890204653 91 72 60 0.54
114 0.0991763583974683 -0.1188176456992082 0.9028680533666147 111 86 69 0.6
115 0.1043374967897422 -0.1176984879372781 0.9045457685136291 89 65 49 0.13
116 0.1221719020580585 -0.1133314605087092 0.9199241664080113 83 62 49 0.6
117 0.118731371135729 -0.3008506334133332 1.016550615332939 92 80 82 0.71
118 0.100757847334646 -0.22852225210428 0.9517761980596435 91 73 64 0.18
119 0.1459764729109776 -0.2166771915228498 0.9823603994601202 81 62 54 0.36
120 0.1137922810097654 -0.2069167671697198 0.9507065428384134 91 68 56 0.35
121 0.1339588904606016 -0.2098922074106511 0.9659369595220717 161 138 107 0.61
122 0.1424765848470033 -0.2147574562685673 0.9776903466188067 161 148 120 0.3
123 0.124443429341639 -0.1899613334368076 0.9508926472054975 159 129 99 0.36
124 0.1447703770407295 -0.1963173169056709 0.9718887245150547 158 137 106 0.54
125 0.1078971289740733 -0.1881346404296008 0.9385496956507398 170 144 109 0.29
126 0.1011054712187825 -0.1371258710838756 0.9120514191861018 92 70 54 0.65
127 0.1424818992400486 -0.1233459774239309 0.9366938942592793 164 133 96 0.48
128 0.1304624060648202 -0.2938651055066944 1.016526439439158 195 212 229 0.46
129 0.08379500650883509 -0.279470876835893 0.9872621338645478 113 98 82 0.7
130 0.1008134858543515 -0.2473630252725512 0.9677668385001845 83 68 65 0.27
131 0.1374472540630304 -0.2225534057353928 0.9748823871393488 161 142 112 0.34
132 0.1077763098083515 -0.1720540104204174 0.9309275582268357 88 66 52 0.46
133 0.1316790186083779 -0.1535373615677929 0.9383142507906193 163 136 103 0.31
134 0.1441503412194226 -0.144822346058056 0.9481168803084037 93 75 60 0.38
135 0.1029972861112263 -0.1332720807067809 0.9134664336829568 162 137 98 0.45
136 0.1190149580816579 -0.3186720112846879 1.021509116037808 89 79 78 0.44
137 0.1121168194143007 -0.3021010278051249 1.014581372569506 180 194 207 0.43
138 0.1032586000278072 -0.1609059074474587 0.9162946011198418 153 125 96 0.71
139 0.1334169362515233 -0.1542304810452746 0.9446314406449974 155 120 86 0.43
140 0.1508219424484821 -0.1287747600088196 0.9457824677354236 154 119 86 0.65
141 0.1671034176281148 -0.1244609116678471 0.9680492396425726 133 112 89 0.59
142 0.1623104389262545 -0.108197996870227 0.9504163787612188 162 135 102 0.5
143 0.118307283140568 -0.306332958312641 1.019361371736448 98 76 63 0.73
144 0.139605556439601 -0.1108247579406721 0.9309733111283724 120 107 84 0.67
145 0.1753170000489898 -0.1334733872046165 0.9773885582900732 104 93 81 1.24
146 0.128547604427953 -0.3049384436291971 1.014113175497825 172 194 220 0.76
147 0.1570109598647722 -0.2629714114821126 1.011916641907693 203 207 204 0.35
