# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 1152, mean track length: 5.87
0 -0.1392629904621284 -0.24712977251763 1.245246661840626 132 126 114 6.08
1 -0.01001054018679554 -0.2013672524649451 1.290250915517465 108 108 104 6.2
2 -0.2076869966202679 -0.2004469543035098 1.229388225027138 123 122 114 4.46
3 -0.09247257997963415 -0.1746820305807099 1.239032077525617 134 127 114 4.83
4 0.03318086254905148 -0.1527261901340595 1.289468474633785 102 99 91 4.75
5 -0.2275397790790103 -0.1588577922654963 1.196307740336105 129 125 117 5.12
6 -0.5531622366602237 -0.1510201075608888 1.129807551512716 98 100 99 4.87
7 -0.4909859743560404 -0.1367285986003336 1.147770080481636 74 69 64 5.06
8 -0.5143758894543154 -0.07992800911301448 1.129854013757374 133 129 119 5.62
9 -0.4816478696657368 -0.02374935696539874 1.145180454518278 115 114 107 5.0
10 -0.3964364133664348 0.03962779554843796 1.168992903781587 106 100 84 5.21
11 -0.116220217178468 -0.2039253330021013 1.248727540704951 128 127 123 6.57
12 -0.2837017332528602 -0.239453752758757 1.222001101869458 105 106 108 4.8
13 -0.1991672511949693 -0.1995456950662028 1.216757106801069 136 131 122 4.75
14 -0.3337018772854432 -0.2094066231666105 1.180869018794921 119 117 113 4.43
15 -0.3406968186846739 -0.2106955431012116 1.178491098481958 125 123 118 4.37
16 -0.003425407997851571 -0.1428173804149254 1.273051996649315 139 132 107 3.7
17 -0.3960569998005582 -0.1895848719485764 1.161835914431951 120 122 120 4.43
18 -0.4443985308642004 -0.1875051784560566 1.150596937252609 148 149 151 4.51
19 -0.2876755323539083 -0.1487845020591724 1.201108170926052 106 97 86 4.44
20 -0.3268445166272526 -0.1535311055817276 1.205978862604979 128 115 90 4.57
21 -0.4865272364868881 -0.151168382471535 1.158444797387193 105 94 78 3.81
22 -0.5298095994098827 -0.1368328159269217 1.129781851467069 111 112 109 4.85
