# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 142
64 RADIAL 1140 760 940.9291646005446 570.0 380.0 -0.15695864328675008 0.11520834815462162
416 RADIAL 760 996 1098.0082110064814 380.0 498.0 -0.16520690013818096 0.2147548755697988
233 RADIAL 1140 760 948.1543074611442 570.0 380.0 -0.1702680731844617 0.12862209930746632
459 RADIAL 1147 760 896.7918474297761 573.5 380.0 -0.0875018546262295 0.012980659513321101
495 RADIAL 1351 754 1074.3679981125229 675.5 377.0232558139535 0.03869556775570787 -0.05205893556550007
118 RADIAL 760 1140 1114.5671979544898 380.0 570.0 0.13181470157926778 -0.4628521049776444
119 RADIAL 760 1140 1155.9908641578654 380.0 570.0 0.14749270586561422 -0.6375088771044798
505 RADIAL 1013 760 742.9610843344891 506.5 380.0 0.0014386174541197816 -0.014127370793106837
282 RADIAL 1013 760 1027.1899997471044 506.5 380.0 -0.14500340344481857 0.04024266243340985
156 RADIAL 1144 760 883.715829651882 572.0 380.0 -0.007053154567516519 -0.03466416979626944
31 RADIAL 1149 760 883.9642417221214 574.5 380.0 -0.0673886204332048 0.00898634542554446
33 RADIAL 760 1140 1414.1345150309799 380.0 570.0 -0.004853244291513826 -0.05707917352740474
169 RADIAL 1013 760 794.4742945870797 506.50000000000006 380.0 0.010282273682683788 -0.018248655275639507
133 RADIAL 1140 760 1650.3832186459756 570.0 380.0 0.06267226313174523 0.4201885404909165
134 RADIAL 1140 760 1650.9090078482434 570.0 380.0 0.0682229275290614 0.3937598882532798
171 RADIAL 760 1013 791.0309691971854 380.0 506.50000000000006 -0.036212603204494855 0.05458664190956163
398 RADIAL 760 1013 1146.4830320123824 380.0 506.5 -0.14497519643081416 0.05409632968978446
180 RADIAL 1013 767 901.340627986998 506.5 383.2972972972973 0.10658431757443358 -0.4071186638075362
385 RADIAL 1013 760 900.7321713297856 506.5 380.0 -0.020568544558714 -0.015172095529462939
101 RADIAL 1013 760 1028.5856030907141 506.5 380.0 -0.14893521953305863 0.036813415299598265
136 RADIAL 1140 760 1651.2248639338525 570.0 380.0 0.06266308376339724 0.4082103371882017
157 RADIAL 1144 760 882.3329543015434 572.0 380.0 -0.02171013164532273 0.004779242501753496
349 RADIAL 760 1351 1095.987167974233 380.00000000000006 675.5 -0.0014003069419995238 -0.04072955421856441
181 RADIAL 1153 760 890.3826699813288 576.5 380.0 -0.06214174035020345 0.008166074350105168
199 RADIAL 1140 760 982.8818189234788 570.0 380.0 -0.15378218088023024 0.1447513972066601
453 RADIAL 1140 760 946.2429181355986 570.0 380.0 -0.16841469806848214 0.14293566921768505
139 RADIAL 1013 760 844.297551977069 506.5 380.0 0.0984431224696901 -0.17151394618320318
235 RADIAL 1013 760 770.9754929609411 506.5 380.0 0.07135473355673398 -0.16831834268111331
300 RADIAL 1140 760 1181.223257346303 570.0 380.0 -0.043531606861722506 -0.14923154409931697
332 RADIAL 1144 760 896.5683043189124 572.0 380.0 -0.14787941074845246 0.09943142638527026
239 RADIAL 1013 760 753.9919413005916 506.5 380.0 0.06228172247792727 -0.1297226037050959
238 RADIAL 1013 760 762.0167614731174 506.5 380.0 0.06342004229385977 -0.11681680013276007
273 RADIAL 760 1013 755.8298787508786 380.0 506.5 0.07829289948849309 -0.15884057055951553
88 RADIAL 1013 760 1029.2458862407066 506.5 380.0 -0.18908121249353613 0.11912621387185444
209 RADIAL 1143 762 1347.1323023632633 571.5 381.0 -0.044958514589319994 0.11186933270005738
344 RADIAL 1013 767 994.5623493637061 506.5 383.2972972972973 0.05587315513399174 -0.13656539609506324
410 RADIAL 1013 767 787.2534157330048 506.5 383.2972972972973 0.04066619366995162 -0.11484151337849281
292 RADIAL 1107 760 858.4449753963028 553.5 380.0 0.713815674037122 -1.2800330661594213
458 RADIAL 1140 760 947.6410924094489 570.0 380.0 -0.15700333158367352 0.10049975619220503
413 RADIAL 760 997 1112.6607951009787 380.0 498.5 -0.1656237904652718 0.35271999695117273
462 RADIAL 760 1140 907.0577775311964 380.0 570.0 -0.08579279979263567 0.01290629247499078
207 RADIAL 760 943 1054.6635416171955 380.0 471.7241379310345 -0.21454630548213535 -0.002495864196303362
517 RADIAL 760 1013 682.2392720169689 380.0 506.5 -0.26996758788927444 0.42463788144139725
