# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 40
128 RADIAL 1025 760 1040.3513143251864 512.5 380.0 -0.018062613203060848 -0.0006842266723124687
160 RADIAL 680 1032 973.301848851133 340.0 516.0 -0.015213864230385605 0.02860128128221297
223 RADIAL 1199 556 843.0115709802018 599.5 278.0 -0.19502982567758323 -0.03363902184206022
164 RADIAL 1033 760 1109.3309993273174 516.5 380.0 0.04328214894916169 0.0067246785242861765
196 RADIAL 1051 690 1147.77521841302 525.5 345.0 0.0006479981847161937 0.0005045390084256085
200 RADIAL 1064 696 809.1378225742625 532.0 348.0 -0.008182940999074354 0.03657414674148673
172 RADIAL 1020 760 1009.2270242024988 510.0 380.0 0.0028406314040936662 0.0006822760240671342
204 RADIAL 1021 760 1163.484704401977 510.5 380.0 -0.015019744877554505 -0.0030683822483688
176 RADIAL 1022 760 1193.3993386601974 511.0 380.0 0.024838977269551612 -0.001991165001102863
146 RADIAL 1031 760 1093.3342664287968 515.5 380.0 -0.008829653383125557 -0.0023565078933623783
148 RADIAL 1015 760 1575.0328907018197 507.5 380.0 -0.008892243176431341 -0.0005687120533347757
213 RADIAL 1024 628 1979.7626142013037 512.0 314.0 -0.003378729096405864 0.0006945888534384018
185 RADIAL 1022 760 1067.1366223102611 511.0 380.0 0.00012038631990528158 0.0012786367357278683
157 RADIAL 1018 760 1570.526759468353 509.0 380.0 -0.006098137392377834 0.00027234643915831054
222 RADIAL 1023 760 1030.8124078996789 511.5 380.0 -0.01602335389363784 0.021650749337351276
159 RADIAL 1023 760 1052.236296017514 511.5 380.0 0.010898074173158431 -0.0009215094147229032
217 RADIAL 975 563 979.5144016285473 487.5 281.5 -0.05403097954486172 -0.014527778629214502
179 RADIAL 1026 680 1367.8030206497929 513.0 340.0 -0.011492379508804622 -0.0012656472646462157
158 RADIAL 1013 757 1027.7583617849123 506.5 378.5 0.026570783964175622 0.0004127292505946442
224 RADIAL 1019 760 1286.4772414708036 509.5 380.0 -0.006241968560851364 -0.0018038113209180922
232 RADIAL 1057 691 1099.999456542255 528.5 345.5 -0.025656543467300043 0.002135027237913487
147 RADIAL 1027 760 1015.2337673869923 513.5 380.0 -0.038247568793907276 0.006298679007048926
152 RADIAL 1021 677 1026.2227783533795 510.5 338.5 -0.02043658832190484 -0.00502779000348883
221 RADIAL 1029 686 1010.0109989866954 514.5 343.0 -0.005169461175394963 -0.001950095480107376
182 RADIAL 1007 756 978.2192164088406 503.5 378.0 -0.009197759671258902 -0.01825352854848521
190 RADIAL 1030 760 1013.8480375635372 515.0 380.0 -0.008164606993251791 -0.0012159058484874587
199 RADIAL 612 454 644.4869500459488 306.0 227.0 -0.018975912330557385 -0.004054841323487102
219 RADIAL 1024 760 1146.365939578367 512.0 380.0 -0.030062254219755 -0.011226343120941123
162 RADIAL 1033 760 1037.0042596602216 516.5 380.0 0.02410691680785718 0.004685712211832697
220 RADIAL 971 643 1297.0609521924193 485.5 321.5 -0.011482102771923314 -0.0015724060821335046
197 RADIAL 1029 760 1070.7010596209532 514.5 380.0 -0.008767245784871681 -0.0025768391570037655
181 RADIAL 1010 760 1048.5566990868379 505.0 380.0 0.026047985290125305 0.001714663340273268
129 RADIAL 1032 684 719.5085412634911 516.0 342.0 0.0013454263546650326 2.0573421186138617e-05
198 RADIAL 613 454 642.128475380274 306.5 227.0 -0.004557779990152814 -0.0016902376393173027
175 RADIAL 760 760 1035.1465874246157 380.0 380.0 0.0 0.0
231 RADIAL 1019 760 1141.0677296254357 509.5 380.0 0.0 0.0
135 RADIAL 760 1026 694.6228955925166 380.0 513.0 0.0 0.0
206 RADIAL 781 595 850.7966929944968 390.5 297.5 0.0 0.0
214 RADIAL 1028 760 1085.7952040182633 514.0 380.0 0.0 0.0
188 RADIAL 1057 691 1659.5857063722826 528.5 345.5 0.0 0.0
