# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 78
480 RADIAL 760 1013 1079.7784489669086 380.0 506.5 -0.17332034384055467 0.23122719250824156
97 RADIAL 773 773 828.1014103136555 386.5 386.5 0.10634337505589 -0.19305625227438802
68 RADIAL 760 1013 866.720096862608 380.0 506.49999999999994 0.09304727135156922 -0.11844743164496095
324 RADIAL 760 1013 800.6428330936076 380.0 506.5 0.04899385205880197 -0.11012186720719927
389 RADIAL 760 1013 862.3815009345009 380.0 506.5 0.08609208267192217 -0.12113796762395794
519 RADIAL 760 943 1071.6211107907664 380.0 471.7241379310345 -0.3996741316906014 1.5971721750748293
138 RADIAL 1139 760 1004.3808920000583 569.5 380.0 -0.07369714842099102 0.11816156513530862
149 RADIAL 760 1013 1058.315747908516 380.0 506.5 -0.1449661120683528 0.16132955216773068
187 RADIAL 1149 760 900.6936028001738 574.5 380.0 -0.06718465602797082 -0.008583423731885505
445 RADIAL 760 1354 1356.5545227223909 380.0 677.0 -0.12721642964925514 0.21767082007143312
430 RADIAL 1013 767 918.158610497388 506.5 383.2972972972973 0.11454783027155857 -0.25958761107586786
150 RADIAL 760 1013 906.523890702216 380.0 506.5 -0.20905406810009808 0.2095020839139389
69 RADIAL 760 1013 1077.0760292206674 380.0 506.5 -0.10595488594033901 0.26373692984192193
267 RADIAL 760 1013 1091.7335679926537 380.00000000000006 506.49999999999994 -0.16421050984628385 0.11926972892651906
240 RADIAL 1688 777 776.166124711894 844.0000220284279 388.4444538025529 0.0063490629835539596 -0.004246349374508809
392 RADIAL 760 1013 859.2354811815907 380.0 506.5 0.07424197821291714 -0.03997658000782174
312 RADIAL 1013 767 997.0859854216238 506.5 383.2972972972973 0.026072064287198226 -0.16449057273222478
65 RADIAL 1140 760 912.196077137617 570.0 380.0 -0.17740290150847143 0.11928540381264995
107 RADIAL 760 1013 1143.1339465071844 380.0 506.5 -0.08738394616337711 0.26846522058059347
202 RADIAL 1140 760 956.8719743238781 570.0 380.0 -0.1910987206618112 0.17986721764342717
120 RADIAL 760 1140 1118.5786890554975 380.0 570.0 0.13052718896186002 -0.4841746297369528
467 RADIAL 760 1013 1103.8710238548526 380.00000000000006 506.49999999999994 0.016246404799386684 -0.06093309174361642
488 RADIAL 1144 760 891.6548917520844 572.0 380.0 -0.019825738792535578 0.011572692388834257
328 RADIAL 1013 760 807.3488493851689 506.5 380.0 -0.03541638704580768 -0.00982454177275508
162 RADIAL 824 774 794.379523831096 412.0 387.030303030303 0.08875470199421943 0.0009131938993017806
308 RADIAL 1175 760 644.146370519678 587.5 380.0 0.3167153352381935 -2.5120347691816196
209 RADIAL 1143 762 1399.9976437719267 571.5 381.0 -0.014667830829569852 -0.00878926075011992
203 RADIAL 1140 760 938.7381850186993 570.0 380.0 -0.1681129797761565 0.1613181181990808
204 RADIAL 1140 760 939.4497552252456 570.0 380.0 -0.1687221519015977 0.16060835151433037
35 RADIAL 760 1140 1487.1950754159514 380.0 570.0 -0.002146226643365892 -1.0955092262634218e-05
525 RADIAL 760 1011 1089.0209653495883 380.0 505.5 0.29669752716256714 -1.1277801392244704
