# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 42
200 RADIAL 1140 760 892.6784704398123 570.0 380.0 -2.7028859867787584e-14 -1.2430621076119056e-15
201 RADIAL 1140 760 892.6784704398119 570.0 380.0 -2.6934898258930384e-14 -1.0664819296026882e-15
227 RADIAL 760 1140 814.2857142857184 380.0 570.0 2.582854892224214e-13 4.74455328798134e-14
509 RADIAL 760 1013 1216.0 380.0 506.5 5.1929582824792685e-18 1.4480161632988283e-19
137 RADIAL 1140 760 977.142857142857 570.0 380.0 -6.07198526181658e-29 5.794805424220369e-29
524 RADIAL 1013 767 1010.4581860207223 506.5 383.2972972972973 7.823589657287605e-29 -1.0359057169773957e-28
271 RADIAL 760 1140 879.5187969924813 380.0 570.0 -3.254744568816653e-28 -1.1055935660851035e-28
407 RADIAL 760 1144 490.1962504111391 380.0 572.0 0.0 0.0
155 RADIAL 1013 760 694.6285714285715 506.5 380.0 0.0 0.0
412 RADIAL 760 915 1005.2026358285148 380.0 457.5 -6.038098524445086e-29 2.718936413813541e-29
33 RADIAL 760 1140 1407.96812749004 380.0 570.0 -4.564682672378645e-30 -8.355974471814569e-29
40 RADIAL 760 1013 405.33333333333337 380.00000000000006 506.49999999999994 0.0 0.0
41 RADIAL 760 1348 1925.0253292806485 380.0 674.0 0.0 0.0
300 RADIAL 1140 760 1150.597609561753 570.0 380.0 -5.842452931044509e-29 -3.6404746329033897e-29
305 RADIAL 1147 765 599.199138983702 573.5 382.3333333333333 4.027013587566769e-29 2.7162172414733095e-30
307 RADIAL 1141 761 546.0608798296023 570.5 380.3333333333333 4.7842314638014984e-29 -4.9826600259717153e-29
183 RADIAL 1140 760 879.4285714285714 570.0 380.0 -4.574218433015792e-29 6.30141407385414e-30
185 RADIAL 760 1146 883.8656479746288 380.0 573.0 -3.147306566869011e-29 1.1770997939868666e-30
186 RADIAL 1141 760 880.2 570.5 380.0 -3.768081936193627e-29 5.339604659627154e-30
192 RADIAL 1351 760 1362.7478260869564 675.5 380.0 -7.280631487365955e-29 -7.216449871969251e-29
450 RADIAL 760 1013 1216.0 380.0 506.5 5.998239478316048e-28 4.130363803207449e-29
207 RADIAL 760 943 1028.5556582746835 380.0 471.7241379310345 -1.4501193219766473e-28 1.333045892517236e-28
79 RADIAL 760 1013 1216.0 380.0 506.50000000000006 0.0 0.0
465 RADIAL 760 1013 1042.2857142857142 380.00000000000006 506.49999999999994 -3.4440442230504745e-30 -6.38432295054758e-29
466 RADIAL 760 1013 1042.2857142857142 380.00000000000006 506.49999999999994 1.4691258431153188e-29 -1.9016584122630957e-29
209 RADIAL 1143 762 1377.4274394695574 571.5 381.0 3.019814819375437e-29 2.388914475221313e-30
86 RADIAL 760 1013 1216.0 380.0 506.50000000000006 6.902263290491639e-28 6.123754258721709e-29
475 RADIAL 1013 767 1135.415588945956 506.5 383.2972972972973 0.0 0.0
356 RADIAL 760 1013 1170.5974025974026 380.0 506.5 -5.64530511228731e-29 1.30111589996924e-28
102 RADIAL 1140 760 2442.8571428571427 570.0 380.0 1.692632420573888e-28 6.551375706511298e-30
231 RADIAL 760 1139 3467.2657604930637 380.0 569.5 0.0 0.0
232 RADIAL 1140 760 920.1793721973094 570.0 380.0 -1.5196858374978586e-28 1.6062101661793996e-28
235 RADIAL 1013 760 752.5142857142857 506.5 380.0 5.168984118441458e-29 -5.071972619730243e-30
491 RADIAL 760 1199 1439.1406649616367 380.0 599.5 7.512467230351513e-28 4.873584983571344e-29
238 RADIAL 1013 760 752.5142857142857 506.5 380.0 3.1249272609152315e-29 2.3550752842453217e-29
239 RADIAL 1013 760 752.5142857142857 506.5 380.0 -1.7695998033888934e-29 -2.0288010849542496e-29
370 RADIAL 1013 760 752.5142857142857 506.5 380.0 5.109482512809615e-29 -8.488459192688967e-29
374 RADIAL 760 891 751.5078029455726 380.0 445.5 -1.5073964785227237e-28 3.0763216039437586e-29
504 RADIAL 760 1013 1216.0 380.0 506.50000000000006 8.294009601783854e-28 8.06179830245914e-29
508 RADIAL 760 1013 1082.416231884058 380.0 506.5 -6.680762087587663e-29 4.322393463137439e-29
254 RADIAL 760 1140 814.2857142857144 380.0 570.0 -3.6052561149753525e-28 1.736056363029987e-28
255 RADIAL 760 1140 814.2857142857144 380.0 570.0 2.0830473092503466e-29 -1.0127935946797767e-29
