# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 12841, mean track length: 5.03
0 -0.181821718159451 0.1427846295745494 1.111873571833661 184 119 72 0.22
1 -0.06239113509571947 0.1805129321520426 1.19144863120149 182 108 45 0.3
2 -0.1277475640746151 0.1656701237150178 1.145550733961772 164 102 54 0.38
3 -0.1749137251269826 0.1530524983030605 1.11329198561501 139 84 39 0.09
4 -0.154281747631461 0.2191353375641187 1.120769705800427 207 165 107 0.39
5 -0.1545094223169068 0.2260221013401181 1.119300888718287 213 190 155 0.32
6 -0.2109041249288951 0.1450889014400917 1.090746655572676 172 103 50 0.39
7 -0.1122393542966472 0.1721958125007984 1.1601494799035 177 87 34 0.11
8 -0.173720447103283 0.1599888203583881 1.112535728123039 189 134 70 0.14
9 -0.154839992964255 0.2281569729484229 1.119119363960435 204 183 157 0.13
10 -0.1548930815444467 0.2302485947313464 1.11851807788563 205 188 160 0.11
11 -0.1089192120130952 0.2445220014013818 1.147163275729999 196 150 98 0.6
12 -0.1168692681996273 0.2420364927423468 1.143302690078614 163 110 56 0.27
13 -0.1212057484747607 0.1523216759655285 1.155831420247 41 18 6 0.23
14 -0.2155212520135852 0.1333830088302762 1.093169075603312 202 154 84 0.24
15 -0.1222993350529514 0.1672721814047114 1.149702872742365 176 113 59 0.27
16 -0.06666027456366796 0.184077298887644 1.19390001863399 166 74 24 0.26
17 -0.0764706343664196 0.1805064420925351 1.182223326922381 180 80 24 0.26
18 -0.1225897670928089 0.1720910678511407 1.14898907024467 179 118 63 0.3
19 -0.122993171485196 0.1773008681228184 1.147914895914645 176 115 61 0.28
20 -0.126618624380941 0.1714488712573876 1.146819102969655 182 123 65 0.15
21 -0.1266822152404479 0.1763576572700305 1.145096186971581 176 116 64 0.3
22 -0.2086329059382878 0.1395508965521859 1.094917606002781 165 133 91 0.22
23 -0.1233450054381894 0.1587548377406789 1.150187566743453 64 38 20 0.24
24 -0.1262737746820623 0.1667221170543509 1.147684800041479 176 115 56 0.18
25 -0.2086259304519262 0.1435434937329556 1.093522403992404 201 160 107 0.38
26 -0.1246146023871239 0.1693839893080833 1.148584894658102 69 43 25 0.36
27 -0.1289785819654756 0.1690147250324043 1.146616221869434 68 40 21 0.54
28 -0.1373538556012147 0.1656997502194824 1.140176700936249 130 56 23 0.59
29 -0.1195866278938108 0.160174376984475 1.154273205683716 59 34 19 0.37
30 -0.1197732232766589 0.1651802824205899 1.153254584759548 63 36 20 0.57
31 -0.2089780590790216 0.1476666580089499 1.092352458928215 191 159 116 0.51
32 -0.1206117532033764 0.1704450835998974 1.152222329966165 57 35 24 0.36
33 -0.134905544408379 0.1692453747844233 1.144234235335738 182 134 84 0.45
34 -0.07497803144963583 0.1824220579694785 1.179501118833992 168 77 25 0.32
35 -0.1247247683235548 0.1671653901423992 1.149567698194893 167 106 52 0.21
36 -0.02629925256270244 0.1739114011569367 1.212229174347479 139 96 56 0.1
37 -0.1053696743447964 0.1600362057729796 1.168674939105509 162 92 33 0.09
38 -0.1868092508380415 0.2178447323915027 1.093596432055724 194 161 116 0.26
39 -0.1035542991961261 0.2448892391115237 1.151122786701342 159 119 83 0.24
40 -0.1167558408423304 0.239491702257098 1.143930435273811 182 132 76 0.31
41 -0.183555680115519 0.1539686931374517 1.107996006712532 170 136 97 0.25
42 -0.1899628697251237 0.1572073066685958 1.103051069905608 148 114 87 0.17
43 -0.1207119791199556 0.175427685003975 1.150626373897323 59 37 22 0.23
44 -0.1279565527738292 0.1028002793087706 1.158415211091105 222 161 68 0.59
45 -0.1183552819489721 0.1618131130741348 1.156208333810084 164 107 50 0.65
46 -0.1791957585150682 0.1434621847851534 1.11366710968259 172 122 78 0.27
47 -0.1781189999757587 0.1454045629615527 1.113347352780398 35 18 14 0.81
48 -0.1730412492954674 0.1538475945743385 1.114093373217144 192 137 72 0.18
49 -0.1832395027723428 0.1505720178303108 1.108591453733092 173 110 68 0.2
50 -0.105513241663984 0.1620148084146693 1.168063063127107 40 16 6 0.19
51 -0.1200414423997762 0.1844293558036338 1.156245560581102 116 59 22 0.18
52 -0.1138356674167775 0.2386315157244107 1.14641866584281 199 165 118 0.43
53 -0.1309913317176404 0.1154543978188612 1.15872904112258 191 124 55 0.69
54 -0.1203083106900127 0.1564750509489328 1.15628221768013 24 11 4 0.2
55 -0.1241722267579739 0.1642858292959029 1.149897129916993 77 47 27 0.38
56 -0.1699892638719804 0.1511034315346122 1.117100120394436 187 132 64 0.3
57 -0.189883065458623 0.1529768034584982 1.104103538272743 149 122 100 0.07
58 -0.1368391347602892 0.1712460387970615 1.143763726117932 208 152 79 0.17
59 -0.1697819451589156 0.1449562256333231 1.119137076665401 129 89 62 0.57
60 -0.1223120368958557 0.1816459531606685 1.150962388021668 64 38 20 0.78
61 -0.1398942907284461 0.1626690538825015 1.142786850627769 147 67 27 0.15
62 -0.1377899889261693 0.163332851436292 1.140588060054834 166 98 36 0.48
63 -0.08323515695280181 0.172747657169992 1.181126327443276 236 158 63 0.47
64 -0.07848093650015814 0.1745335529550963 1.181704607633968 210 123 33 0.49
65 -0.1059894080056883 0.1703666970810096 1.164332226970643 208 128 39 0.18
66 -0.1109934190625667 0.1719264447671864 1.162430476632576 234 178 88 0.4
67 -0.07803737790940352 0.1700244210020597 1.183469098553756 211 120 30 0.46
68 -0.1731089897581291 0.1574480768789231 1.113307962591279 152 75 28 0.07
69 -0.1284710855078318 0.1783936924061557 1.142532283281333 58 34 19 0.41
70 -0.1122236757662693 0.1651457338124017 1.161376573527602 184 115 54 0.4
71 -0.1016658494347333 0.1736627732356921 1.166941149684897 205 132 49 0.37
72 -0.177510897562931 0.1533986524783513 1.111323103671452 129 83 49 0.34
73 -0.1053805441898421 0.1546738704354965 1.169028534054377 196 120 43 0.23
74 -0.04061666975300937 0.2069581128262891 1.239338539938175 168 189 201 0.82
75 -0.1172525878607809 0.1722396164257901 1.159579924607044 229 168 75 0.28
76 -0.1106226534506577 0.1739228686675617 1.160963378059764 208 145 71 0.39
77 -0.1806215456008821 0.1451088057356477 1.11244529271345 62 26 18 0.7
78 -0.02284597033898594 -0.2628367072625296 1.169766352102219 169 132 91 0.42
79 -0.04391383262505971 -0.2331867988141195 1.160974531852718 162 136 102 0.33
80 -0.04565841296189815 0.02413461071103701 1.197683832383243 152 114 78 0.4
81 -0.06637356023042257 0.01571697706228464 1.184286039091081 53 16 1 0.14
82 -0.1346932418390717 0.006324762631588154 1.138919935556185 145 93 51 0.11
83 -0.06237304375028974 0.09483835668106591 1.204757056352125 105 63 26 0.29
84 -0.09687735265827391 0.1199594175672088 1.178042764331297 128 83 46 0.26
85 -0.02586755852754374 0.1716993514427118 1.214146415559157 162 93 45 0.12
86 -0.1068495624275894 0.1552783699901062 1.166758489239421 108 51 16 0.89
87 0.2561259572281562 0.1814336793156302 1.120917715874247 64 62 60 0.89
88 -0.08878961691999554 0.225182918785708 1.155849274112807 111 74 47 0.53
89 -0.03061403371320925 -0.2253228838826258 1.170605458016627 180 142 93 0.3
90 -0.02127783456135751 -0.1352275160069635 1.189382229438733 79 50 36 0.46
91 -0.08465636770364482 -0.08183464767837556 1.163081521627161 79 48 24 0.43
92 -0.1399019562708662 -0.01646957728061804 1.135012278862212 171 120 70 0.35
93 -0.09650960950405246 0.02046126446951274 1.176002101061335 137 110 82 0.12
94 -0.1932372985947748 0.02343204276380462 1.09764823006314 94 82 74 1.06
95 -0.04957130695297135 0.07589508711135665 1.196655128171361 67 35 18 0.35
96 -0.05229539880919865 0.07435297098457289 1.196786813149332 156 110 67 0.39
98 -0.1200917311769354 0.08731640434301921 1.176965415353309 176 117 65 0.44
99 -0.06861326033534648 0.1217439248745958 1.19728917632006 57 30 13 0.07
100 -0.1482992929593859 0.1066019954011429 1.144969748866681 176 124 73 0.34
101 -0.1766118911216801 0.09733442693574443 1.120936500090154 71 39 16 0.36
102 -0.2142249551324612 0.08596313728649582 1.100064378499113 150 99 58 0.42
103 -0.0470425567196201 0.126056571152401 1.199755479672315 182 122 64 0.42
104 -0.1924094557480942 0.09638174847031133 1.103934654423665 167 113 67 0.64
105 -0.2283318744950747 0.1013910298935992 1.086799120794109 193 204 207 1.19
106 -0.1410944533744188 0.1476031711179895 1.145705929997469 135 95 62 0.64
107 -0.1865810797522726 0.1373700295883427 1.10992955713097 87 47 26 0.43
108 -0.2174220225617527 0.1295359224990385 1.090844446237055 158 90 47 0.14
109 -0.08413785598875939 0.1758338191747722 1.167333409624077 74 38 15 0.31
110 -0.08125949901848123 0.180336964844055 1.169369027361668 73 42 19 0.38
111 -0.1714654612002293 0.1673402198456062 1.115466723680243 101 53 24 0.63
112 -0.04190086838803941 0.2096196572388387 1.206536185056409 132 89 51 0.45
113 -0.06421665221962242 0.205173849334406 1.192319578152652 173 112 57 0.29
114 -0.03944659842682163 0.2380906356286505 1.191540786586487 172 114 66 0.41
115 -0.1559351258521703 0.2229927785811203 1.12014077390795 159 106 65 0.35
116 -0.1099672730329702 0.2391413164214483 1.146929145068763 182 124 74 0.3
117 -0.1656533335837408 0.220987107065012 1.103764327338691 175 104 64 0.09
118 -0.06985051292689315 0.2491311770074807 1.166468330973089 197 139 94 0.38
119 -0.1427274880906836 -0.04885743722789654 1.130128086337274 183 145 103 0.46
120 -0.03457846729390612 -0.008460531112585212 1.204366880442867 191 145 96 0.49
121 -0.09177494749183396 -0.004565636981149979 1.175205081729522 73 41 21 0.38
122 -0.08087801424418362 0.01270947808189249 1.179819110361864 160 120 76 0.45
123 -0.1677024214663555 0.03372272493335726 1.118903491997729 61 35 20 0.46
124 -0.04661708679878962 0.07693297126266635 1.199001683691827 100 56 26 0.52
125 -0.1973904510002971 0.03850807500787695 1.075249520262182 157 136 111 0.48
126 -0.2038433436738867 0.07364640250515472 1.105874394764081 59 28 25 0.51
127 -0.02804488843233616 0.1152137137199318 1.216167946196831 182 136 88 0.46
128 -0.06689870702688161 0.116715949903568 1.198067693494402 204 147 84 0.46
129 -0.07473488518032845 0.1145718695493772 1.198283107941192 174 122 63 0.35
130 -0.06831246341071295 0.1255373962622305 1.200371804368623 60 36 21 0.07
131 -0.06317071678418984 0.1210927377114306 1.194936806478549 71 42 25 0.39
