# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 4405, mean track length: 5.74
0 0.778425927825072 -1.023737408088761 0.4406876626810599 100 98 92 4.63
1 0.7530681965910504 -0.9937974258307961 0.4459521743188234 93 94 89 4.29
2 0.6755770170307926 -0.8851205994557754 0.4253705364801624 130 130 122 5.13
3 0.7325240665049315 -0.9050009866090719 0.4371977595670768 85 81 72 4.69
4 0.7351514980403537 -0.8986613357131717 0.4542540668550646 116 113 105 2.62
5 0.6849795220964792 -0.8811609885370337 0.3821550955218929 134 148 158 5.03
6 0.7392847557701654 -0.8611606584771605 0.4870801278308696 221 225 223 3.44
7 0.7069069753259998 -0.8869603635362904 0.3694795939075661 127 135 142 4.48
8 0.6554707924528773 -0.8129778656943664 0.4458270901383297 73 71 64 3.8
9 0.683177987292763 -0.7970181146360039 0.4823396283532521 95 96 91 4.48
10 0.6920768756884574 -0.7952591455319856 0.3652586168857987 170 171 168 1.45
11 0.6821890152138455 -0.6645207486449244 0.4661985397334079 105 103 95 3.45
12 0.5494390422751034 -0.4347554474472064 0.8238792545613181 138 146 154 4.21
13 0.5600551899533399 -0.4407058491363086 0.825002484358635 131 144 158 2.46
14 0.5545557821295226 -0.4315151573500265 0.8267062792801904 164 175 183 3.66
15 0.6990097591446884 -0.668546059665701 0.3987819239332414 100 96 87 2.97
16 0.6904563211740669 -0.6631603511678056 0.3249370028673016 133 142 149 2.67
17 0.7101765827226136 -0.6389321830486143 0.3955912581286566 96 94 86 2.64
18 0.7220892914836436 -0.6302220088995879 0.403721151788562 92 89 80 5.23
19 0.6101072666271516 -0.5669750758412707 0.4610318840969049 69 65 54 3.83
20 0.7057894799269659 -0.5684076101837789 0.5176394324513495 179 183 186 3.07
21 0.7301631973086675 -0.6080286600817808 0.3580365133867296 90 87 75 3.15
22 0.7764701320466547 -0.5165466417151821 0.4070813877926347 88 83 73 3.76
23 0.5919643850035707 -0.4362879909700713 0.4598508904649513 144 140 130 5.38
24 0.7312752999896057 -0.4763234294648274 0.4135854617983755 92 99 105 3.91
25 0.6530879998855137 -0.4509324750950088 0.4249055693669275 115 113 109 2.2
26 0.7257651581194737 -0.469645403871964 0.414738458278861 103 103 98 5.8
27 0.7217714687986989 -0.4090038946781402 0.4608496917174264 123 126 121 3.59
28 0.6463790997403462 -0.3550397739640258 0.4171918865779847 111 113 111 4.52
29 0.6260766199061756 -0.3248838705604566 0.3897534812555159 104 98 87 3.65
30 0.5991606405549534 -0.2160333828733557 0.7272239706806398 51 54 51 6.05
31 0.6172199706192838 -0.2478865191179286 0.430272764546192 83 82 73 3.46
32 0.5491696192963171 -0.1461534462367852 0.8115822886656251 66 66 62 2.56
33 0.671105511844114 -0.2349372278336909 0.4380407441481133 42 48 47 5.71
34 0.6148121966715239 -0.1718555356015584 0.6449687788843943 41 44 42 5.09
35 0.6439164712284149 -0.2452701279763323 0.3291033211414532 109 104 94 3.2
36 0.6848193670060723 -0.2371203760956694 0.3115905448304591 86 83 74 4.88
37 0.6138458580413333 -0.1989783777190459 0.4071027687175206 120 117 108 4.08
38 0.636475293624432 -0.1855833210533172 0.403073693437616 85 83 75 4.74
39 0.6314003593291555 -0.1825720627767432 0.4012705821814425 83 82 82 1.82
40 0.5467190243363016 -0.07099626684712518 0.792741997783983 95 89 78 4.65
41 0.5765889647501159 -0.06489666685216891 0.6997740762386639 58 60 52 4.93
42 0.6212670863930649 -0.06232191379000257 0.7330197919466619 63 62 56 6.0
43 0.6754421435157543 -0.08996910094187108 0.4161326295512875 60 59 48 6.11
44 0.6444528279022244 -0.09759731830189419 0.3916798944048282 61 59 48 4.98
45 0.6719190206965002 -0.109038046807979 0.2883820012010125 84 82 74 4.85
46 0.6759317827040141 -0.07388972353567311 0.2997550988407057 22 22 18 4.62
