# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 236, mean observations per image: 21.640
2 0.999990695869571 -0.0040603075459413685 -0.0014075052744804458 -0.00038295913421622694 0.001962910339944379 -0.006056138627895091 -0.005831067830049082 2 image_000002.jpg

98 0.9695108329118121 -0.08910631595786953 -0.22785111139074593 0.013881053483034606 0.4142704476064997 -0.1777279242648963 -0.4363860881317058 98 image_000098.jpg

4 0.9991693555142142 0.008578511390575897 -0.0389699930016326 -0.008266998185082648 0.02441354286393532 0.045241044341758435 0.36841690738841126 4 image_000004.jpg

39 0.9841809896042402 -0.15497363203006229 -0.08132056563857787 0.027530398862447156 0.14257755120672203 -0.20677725849920575 -0.4183259084753056 39 image_000039.jpg

200 0.9984821096062069 -0.04563566890866068 -0.03026807321885054 -0.005891114806188162 0.02923741628789535 -0.12182895526692755 -0.49925978934590765 200 image_000200.jpg

9 0.9994211482731173 0.0030568102114134263 0.03192604333976408 -0.011346228328044577 -0.11089656434544062 -0.05439267179183425 -0.3472233352726937 9 image_000009.jpg

13 0.99153114442719 -0.058216178604153776 -0.11443301777642409 0.019543477530489517 0.20535543521453714 -0.09709082465360919 -0.3483870018358252 13 image_000013.jpg

109 0.9798972843292553 -0.028579949524072716 0.19363007562817056 -0.03862494894721671 -0.370440480418212 -0.055839934330553904 -0.23994020891876172 109 image_000109.jpg

124 0.990107235377408 -0.09320352458778386 -0.10487788348591144 -0.001179132241690187 0.16453413558758018 -0.17723677659194284 -0.49132978741090705 124 image_000124.jpg

113 0.9906512230883102 0.07728038914459845 0.11166357039601292 -0.013005803597220133 0.014608021044820278 -0.005784497543243783 0.35917892287901215 113 image_000113.jpg

146 0.9961107855837085 -0.04523674603838359 -0.07552848755274895 -0.003520462427657861 0.13249811457426555 -0.06856922576722341 -0.25605777759442194 146 image_000146.jpg

