# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 4265, mean track length: 4.32
0 -0.02758703596034995 0.1846671158373369 0.8365172452339711 67 60 57 0.15
1 -0.01650588779523079 0.1033408308277904 0.855118684560719 51 39 27 0.38
2 0.2076210638039758 0.1000067374713436 0.5404111606720514 70 54 43 0.24
3 -0.02907718769548273 0.1756206118395569 0.840770802256297 43 32 28 0.75
4 -0.07677880803987222 0.2016207640207088 0.884410945077015 49 35 31 0.51
5 -0.01634886397263424 0.1801887097572429 0.84931121179362 29 24 24 0.41
6 0.03378706610984544 0.1313222591797891 0.7588200385176656 43 29 27 0.85
7 0.06844931493063096 0.1444476134592172 0.7108525576320093 90 62 43 0.24
8 -0.03218718542078361 0.1555564765482286 0.8367511521615469 34 27 23 0.3
9 0.09773859437380598 0.1990375919749998 0.6284761749130225 51 33 27 0.25
10 0.3391344991589824 0.0692330095924384 0.3747740708792184 59 52 45 0.09
11 0.3250626924876844 0.09989805364230517 0.3807885027388883 43 30 21 0.21
12 0.3003783510680251 0.1223642216423953 0.4047008012262253 81 57 35 0.14
13 0.1557252819300853 0.1773395444847554 0.5469928738077505 44 34 26 1.02
14 0.3829091137947526 0.1581360251263351 0.3488377417426012 50 26 24 0.17
15 0.333016287736699 0.147846189666085 0.2643992033744228 62 56 44 0.28
16 0.3533111339561426 0.1414909338804775 0.2377826888790632 86 76 64 0.43
17 0.3783000778818115 0.1392414218508253 0.2059382722606131 36 29 23 0.23
18 0.3140270026066451 0.07116807146758475 0.3895353803394681 45 27 19 0.81
19 0.3815586782120268 0.08130773419619482 0.4032217790637181 25 24 16 0.34
20 0.3264470552161827 0.0863387288561592 0.3816683032456354 32 29 24 0.36
21 0.3089552840504372 0.1001440430145833 0.4011600221142948 38 26 22 0.44
22 0.301775801209566 0.1228040362865159 0.4037403873742302 60 37 26 0.26
23 0.3131746693115044 0.1242858422466023 0.3861925204391706 66 50 41 0.4
24 0.3853509903263255 0.156745789451418 0.3626703091320138 60 41 34 0.25
25 0.3525116481316467 0.1397878046585308 0.2380316523482305 67 57 43 0.36
26 0.3535831563185752 0.1401098716602145 0.2363790745278729 14 12 8 0.27
27 0.379824017449128 0.139246749829588 0.2046094571841287 43 39 25 0.27
28 0.3044718080822901 0.1341529598897394 0.3914230479446558 66 48 36 0.34
29 0.3073973435915173 0.07484338711851474 0.3947876177489273 70 65 57 0.16
30 0.2389649867343517 0.09077591931023968 0.4995978645507601 74 58 45 0.35
31 0.383462692344909 0.08973585619001942 0.3693444871019159 60 57 49 0.79
32 0.311193938947083 0.1187099566135349 0.3916985812339813 100 75 56 0.15
33 0.1095435566410499 0.1511555548436173 0.6543668275091388 80 67 52 0.34
34 0.1441372802342139 0.1453464779677816 0.6081238684396451 56 30 19 0.4
