# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 122
37 RADIAL 1147 760 1709.4899791601058 573.5 380.0 0.1916682413009962 0.09302741957406342
487 RADIAL 1144 760 1506.0932464205769 572.0 380.0 0.08826340669084208 -1.9011259244203598
461 RADIAL 1013 767 1499.2779891284372 506.5 383.2972972972973 0.2653562949081696 -1.3364864477136484
372 RADIAL 1140 760 944.4673937883375 570.0 380.00000000000006 -0.1675433753426923 0.14914841326946388
342 RADIAL 1147 760 1301.1368594445248 573.5 380.0 -0.03686397973223371 -0.0476528721564103
314 RADIAL 760 1140 2603.162719438763 380.0 570.0 0.0270789984468077 -4.908414841244746
287 RADIAL 1351 760 1212.2260862504897 675.5 380.0 -0.16928790093805327 0.02148629715996167
189 RADIAL 1013 767 1336.5332682916198 506.5 383.2972972972973 -0.320971108614623 2.5565528093018877
343 RADIAL 760 1013 1423.8404905547836 380.0 506.5 -0.0012725728720351316 0.3852760496633742
330 RADIAL 1013 767 796.6359562125685 506.5 383.2972972972973 0.04265912497358085 -0.08122339521144738
523 RADIAL 1013 760 921.1239066813424 506.5 380.0 -0.1932286354741516 0.13921912307348516
77 RADIAL 1013 760 961.1500078403006 506.5 380.0 -0.3355836697303132 5.650084129499603
47 RADIAL 1013 760 857.0878830336392 506.5 380.0 0.06393222726365429 -0.05391230489823593
208 RADIAL 1143 760 1663.7571174612635 571.5 380.0 -0.017300079112121728 0.0005033993384150107
506 RADIAL 1013 760 1416.357176914588 506.5 380.0 -0.14888322316665928 -0.0011085173944971813
152 RADIAL 1352 755 1462.966469426901 676.0 377.30232558139534 -0.06090470473864448 -0.04071594268970978
89 RADIAL 996 754 1569.8001922028361 498.0 376.8648648648649 -0.02693545891717597 -0.0071353981084955305
90 RADIAL 760 1013 2244.162509617221 380.0 506.5 -0.3400535612174283 4.119826781103126
382 RADIAL 760 1140 1597.0887319026042 380.0 570.0 0.09800561740830822 0.09652302626936378
95 RADIAL 760 972 1499.616082570314 380.0 485.99999999999994 -0.08686236585133154 0.7251959901247624
421 RADIAL 760 1011 2308.997057847752 380.0 505.5 -0.07336780722305958 -0.002292213629283894
264 RADIAL 760 1013 1085.092985973695 380.00000000000006 506.49999999999994 -0.17467910522765367 0.1854646153559799
386 RADIAL 760 1013 2135.361254726413 380.0 506.5 0.09490227277632672 0.002286714408681256
521 RADIAL 1013 760 917.0374136880014 506.5 380.0 -0.16850408917288037 0.06097759586390189
266 RADIAL 760 1013 1069.7817209389655 380.00000000000006 506.49999999999994 -0.12353248530129038 -0.06123617292495755
32 RADIAL 1140 760 1212.0534229212276 570.0 380.0 -0.10340691415037903 0.3274421801237005
425 RADIAL 760 1057 2335.4906512394687 380.0 528.5 -0.24255117589854733 1.6060738386128033
72 RADIAL 760 1013 2184.6708270137387 380.0 506.50000000000006 -0.11214798863761212 -0.0006055255343472924
329 RADIAL 1140 760 1294.3282301956706 570.0 380.0 -0.13188754662378158 0.23801094915484286
460 RADIAL 1353 755 1712.5736507997865 676.5 377.5813953488372 0.09632441889254273 -0.3610366885928669
354 RADIAL 1013 760 1034.0098309350287 506.5 380.0 -0.05061220878340575 0.010220772321576796
497 RADIAL 1140 760 1837.7553708512226 570.0 380.0 -0.036945311393055 0.005250283685459011
123 RADIAL 1013 760 1799.6685979034146 506.5 380.0 -0.03958530104434587 -0.0014480385091915895
510 RADIAL 1140 760 955.0068093717337 570.0 380.0 -0.13433997538930675 0.034756529363018124
318 RADIAL 1018 760 881.848747141027 509.00000000000006 380.0 0.2556465655974337 0.006998070774855217
132 RADIAL 1140 760 903.3946869296893 570.0 380.0 -0.078114282568441 0.03091480288153085
122 RADIAL 1153 769 1229.5184565658908 576.5 384.33333333333337 0.07886779861869621 -1.2442822415307484
293 RADIAL 1013 760 1062.3330928757498 506.5 380.0 -0.15887609111574433 0.008251005858782587
303 RADIAL 1157 771 928.1658813857342 578.5 385.6666666666667 -0.015436578909145465 -0.06410037162016015
375 RADIAL 1351 760 1051.0183567840506 675.5 380.0 0.026097289337329976 -0.05816673132290953
483 RADIAL 1353 755 1196.8105774168146 676.5 377.5813953488372 0.07077172704186392 -0.25897021358123845
8 RADIAL 1140 760 2728.0711094200224 570.0 380.0 -0.010554307233913738 -0.00023541160127801177
350 RADIAL 760 1013 3323.71308332851 380.0 506.5 -0.00030919850512889694 -1.3054392058192053e-05
176 RADIAL 1141 760 1524.2880703888354 570.5 380.0 -0.14109419312851645 -0.024185393422046966
341 RADIAL 1013 760 1056.523967370492 506.5 380.0 -0.14210543448752305 0.10171527898685633
87 RADIAL 760 1684 1232.7060213672323 380.0 842.0 0.08743960269036471 -0.06157132211068841
