# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 62
161 RADIAL 1013 767 1004.0435481276414 506.5 383.2972972972973 0.051847952744021084 0.03337294120656116
456 RADIAL 1140 760 1037.9743391959225 570.0 380.0 -0.20925392464239118 0.28703849951072186
142 RADIAL 1576 777 1332.2865590469262 788.0000100665624 388.44444945898925 0.08501987824936579 -0.33017775984033865
439 RADIAL 1013 767 1011.700996207416 506.5 383.2972972972973 0.05890904138411598 -0.08818045859436008
447 RADIAL 1351 754 1096.9208148893606 675.5 377.0232558139535 0.13916791834838121 -0.23996376208720932
8 RADIAL 1140 760 2727.938969996554 570.0 380.0 0.004522327009502748 3.581452179023505e-05
278 RADIAL 1013 767 1191.5562273772 506.5 383.2972972972973 -0.08078791837912729 -0.05213890582725086
384 RADIAL 1013 760 786.2497699124691 506.5 380.0 -0.05835297938382075 0.07415037978668224
493 RADIAL 1351 754 1164.1296055225534 675.5 377.0232558139535 0.14941413559184374 -0.17595556979083174
112 RADIAL 1013 760 1112.3032125858551 506.5 380.0 -0.27078156032646206 0.4853599664147775
84 RADIAL 1614 777 1202.645980684962 807.0000019073486 388.44444444444446 -0.10131597863686718 -0.011004181807313588
318 RADIAL 1018 760 863.5254369384463 509.00000000000006 380.0 0.07890696694068704 0.011375926080184659
448 RADIAL 1013 767 1103.5149177232463 506.5 383.2972972972973 -0.006568781800248651 -0.04050701124576817
345 RADIAL 1013 760 1393.8636481334624 506.5 380.0 -0.19653170300550019 0.3317674362445415
205 RADIAL 1140 760 973.9483303454488 570.0 380.0 -0.25441080401227095 0.47328636240550775
114 RADIAL 1140 760 987.6353532608491 570.0 380.0 -0.17273862091617842 0.08674111968628388
474 RADIAL 1140 760 925.2375397799779 570.0 380.0 -0.1459624468470962 0.09372679230080765
163 RADIAL 1038 757 1166.6679553212482 519.0 378.7297297297297 -0.3696431694412325 1.6410299220104299
363 RADIAL 1013 760 1087.0244767823838 506.5 380.0 -0.24606937725875522 0.33296151497631493
145 RADIAL 1013 760 776.1022593458719 506.5 380.0 0.021580826866342186 -0.04659650346084941
443 RADIAL 1013 760 874.6272304359067 506.5 380.0 -0.017345590101183545 -0.04224974823659599
494 RADIAL 1013 760 942.7863384150709 506.49999999999994 380.00000000000006 -0.21718103094125338 0.18238627862017653
141 RADIAL 1348 752 1162.9755984559374 674.0 376.18604651162786 0.11023867730083389 -0.2889076075583614
175 RADIAL 1185 770 942.3249264037158 592.5 385.125 -0.01733558166328781 -0.07530577196189564
173 RADIAL 1265 760 1063.026005726354 632.5 380.0 -0.1885359334331083 0.2397545870051651
100 RADIAL 1025 776 883.2433245946827 512.5 387.8378378378378 0.07254497635464027 -0.062212186229231255
288 RADIAL 1013 760 804.3503773293279 506.49999999999994 380.00000000000006 0.1556074187945665 -0.2936253177165861
327 RADIAL 1013 760 861.2896776199789 506.5 380.0 -0.18544735665536766 0.13640925512044286
151 RADIAL 1144 760 939.4940127322586 572.0 380.0 -0.18607459558072403 0.2308106712044764
83 RADIAL 1013 767 985.6752058517746 506.5 383.2972972972973 0.1127159823612117 -0.2547914064019013
351 RADIAL 1013 760 972.0531127235487 506.5 380.0 -0.06642696846604221 0.10283474376164616
274 RADIAL 1249 762 1160.668951004836 624.5 380.7926829268293 0.019475163729211358 -0.14176176803251453
22 RADIAL 760 1140 1013.7158640971894 380.0 570.0 -0.32612330586054467 1.3223176568198547
146 RADIAL 1013 760 949.0000067722826 506.5 380.0 -0.24773230735387847 0.31165849372526644
20 RADIAL 1140 760 1638.2251209665721 570.0 380.0 0.038757779780298665 0.002623362088543962
401 RADIAL 1351 760 1132.7330194453634 675.5 380.0 0.23392088263644267 -0.5350059325144356
55 RADIAL 1013 760 870.8652174193243 506.5 380.0 0.13620422318451328 -0.33324184612346114
333 RADIAL 760 1013 815.4441827637522 380.00000000000006 506.49999999999994 0.1563293013751532 -0.364466546080619
62 RADIAL 1013 760 1158.158805105378 506.5 380.0 -0.13917668594181773 0.1328313874071851
219 RADIAL 760 1140 1110.8319729736309 380.0 570.0 0.10972296792400024 0.005557255521593775
147 RADIAL 1013 760 924.7687160223318 506.5 380.0 -0.22068393471407047 0.2551454472844182
313 RADIAL 1013 767 1028.7588285719562 506.5 383.2972972972973 0.08911416044911796 -0.3541994108766317
17 RADIAL 1140 760 1488.493060251388 570.0 380.0 -0.0025840982418790697 0.0017113943902281328
63 RADIAL 1140 760 982.2293528446872 570.0 380.00000000000006 -0.1628275882938591 0.15023092712069455
74 RADIAL 1926 777 1237.7001838598576 962.9999898362724 388.44443760918904 1.1858088172383028 -10.022440817482806
96 RADIAL 768 768 829.8041392916929 384.0 384.0 0.07426286033393519 -0.07388684497159645
110 RADIAL 1013 760 905.4440344704311 506.5 380.0 0.07782051920620531 -0.037799109166371005
221 RADIAL 1140 760 886.4349951842531 570.0 380.0 -0.5468643350468585 0.26791584182562866
113 RADIAL 1140 760 925.9373838996955 570.0 380.0 -0.10225825583847628 0.0019125147189599193
67 RADIAL 1091 760 964.2613958018125 545.5 380.0 -0.3960902194557126 0.6188145887538924
339 RADIAL 1267 773 1212.781616353411 633.5 386.280487804878 -0.2506198394430858 2.0379007659219526
45 RADIAL 1013 760 901.155381383668 506.5 380.0 0.13617964418220227 0.009504652269859248
481 RADIAL 1013 767 915.3910715449033 506.5 383.2972972972973 0.1632841715921536 -0.32303892911254606
498 RADIAL 1013 760 933.0369324397612 506.49999999999994 380.00000000000006 -0.19938709394743875 0.2125614379219183
75 RADIAL 760 985 854.3108738217825 380.0 492.5 0.006896713789089057 -0.0020398510035721843
397 RADIAL 760 1140 1355.0450257334903 380.0 570.0 5.275339400025907 0.18594047853958762
159 RADIAL 1013 760 940.262602117961 506.5 380.0 0.06278227743507521 -0.0648855340658842
420 RADIAL 760 1102 3628.4771588885765 380.0 551.0 0.03394850124381316 0.0011347218107113095
396 RADIAL 760 1013 708.8123745558726 380.00000000000006 506.49999999999994 0.2932824679703254 -1.000848401082637
281 RADIAL 1013 760 2488.846435800588 506.49999999999994 380.00000000000006 0.030618901827546133 0.0010693202066866328
346 RADIAL 1013 767 743.6123433609121 506.5 383.2972972972973 0.026318510341568912 -0.011186512773971004
60 RADIAL 760 1013 2227.3898353058976 380.0 506.50000000000006 -0.012842099290121338 -0.00046743484629619813
