# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 9760, mean track length: 6.34
0 0.0272385286497081 -0.08869849621977624 0.9618246300818534 162 164 168 0.5
1 0.05614068076236234 -0.09077203649668025 0.9945419308873236 61 45 36 0.15
2 0.05231663366800587 -0.1505250436925904 1.023431933302823 79 52 34 0.35
3 0.04781491834107365 -0.2071023168402381 1.047225739586837 104 75 57 0.45
4 0.0949484216745855 -0.1889225180238431 1.081286651792092 131 94 71 0.74
5 0.0514086802925533 -0.1226620605925287 1.005188079060862 81 62 49 0.2
6 0.03847918759058899 -0.09676351973390893 0.9817668376413144 98 70 54 0.22
7 0.04162508391908726 -0.0957225148579717 0.9832583416498386 120 78 47 0.5
8 0.09548733452604163 -0.08536474845119357 1.016151436079013 62 46 35 0.15
9 0.1105985865170345 -0.07964731896566099 1.029860764901753 112 76 51 0.39
10 0.08297407200537921 -0.2062088227091769 1.073279407665127 71 56 43 0.29
11 0.09705758747558146 -0.1767862197605897 1.076382920102765 104 82 66 0.61
12 0.04206633494644318 -0.1711677015092711 1.027340080620262 141 104 78 0.45
13 0.08668676648978457 -0.1549216569652567 1.050613610085043 105 68 43 0.28
14 0.09140876074826843 -0.1126257368649178 1.0323162042451 120 78 47 0.46
15 0.09996010414241729 -0.1075976880474214 1.037144501223498 152 104 64 0.48
16 0.08921495125883017 -0.09129842565614629 1.01232121994281 140 102 66 0.33
17 0.07272412395823391 -0.07512962749074883 0.9923133371252768 42 32 29 0.6
18 0.1126599099575547 -0.15423336877333 1.078305431437436 93 59 39 0.54
19 0.08488785321302628 -0.2249686594202381 1.083760220604945 119 90 67 0.48
20 0.1201365444831428 -0.1381034864789631 1.072086588393344 77 56 44 0.62
21 0.07833342115280562 -0.2083670588566559 1.073306922539164 86 56 37 0.26
22 0.1122461744959623 -0.1762365907104091 1.080993775165001 168 117 73 0.12
23 0.09189246575554866 -0.1333617223193797 1.051538928641585 110 78 45 0.64
24 0.1288608322071624 -0.08059872316811817 1.049438830996847 112 75 48 0.32
25 0.05108882666244097 0.04305810377126847 1.196225548376846 158 150 141 0.26
26 0.105290900421251 -0.05674431587278184 1.023266440364168 74 48 36 0.51
27 0.1366836082488919 -0.03585095395145992 1.032279436253064 98 74 55 0.37
28 0.3689845567135096 0.1988926148150602 0.7437692826034015 67 51 37 0.44
29 0.2047076945484539 0.1230768556485039 0.9059181840216119 137 87 47 0.46
30 0.1560787135161285 0.007697313691686178 1.02344030602364 134 105 79 0.17
31 0.1554048026540755 0.01424928620212673 1.019852978431935 81 49 26 0.24
32 0.2378053041181667 0.2450945605679729 0.9141797110144132 57 34 21 0.56
33 0.1874012921053672 0.1286432562798285 0.9991156372261609 91 58 38 0.36
34 0.3308260017737961 0.226274174425888 0.794987661823982 51 31 19 0.62
35 0.523444313331742 0.1829899345051873 0.4625704966146277 55 35 21 0.72
36 0.1299917104233211 -0.1001715291129389 1.063334260478744 57 39 32 0.39
37 0.1371265396833965 0.2595753929403578 1.065173781340393 106 78 61 0.54
38 0.06167074243097281 -0.3156025645777778 1.131156068284788 103 81 65 0.86
39 0.07267122221191502 -0.2066803624226717 1.066194818062284 125 99 75 0.68
40 0.1006026189131494 -0.06072738865982022 1.011856013027442 113 79 51 0.31
41 0.1156319763699759 -0.0542320172158248 1.028120673218999 104 65 41 0.66
42 0.1170351146689167 -0.03590669960050206 1.002493400384534 116 80 51 0.6
43 0.1386597322939166 -0.003967388002291114 1.014466379740357 149 100 62 0.47
44 0.01809549800894295 -0.04786273667759529 0.936232098814167 94 69 76 0.19
45 0.1105835965628258 -0.002491310427930979 0.8608883787484716 129 117 121 0.49
46 0.539954478353868 0.1618059237356896 0.5269744077515972 129 82 32 0.81
47 0.6657244015404948 0.2394225496162026 0.4895647342020704 70 55 38 0.76
48 0.06719421243982304 -0.09105447147380047 0.9967513295924115 145 99 64 0.56
49 0.06095026036572126 -0.1159278399718262 1.170426488475341 108 94 88 0.53
50 0.08830388435642744 0.01234124499819115 0.7717838852329912 158 145 138 0.71
51 0.1401005429888036 -0.05499594745618391 1.043950139850491 116 77 42 0.5
52 0.04735835863827376 -0.05221030698988563 0.958282883788564 135 92 62 1.22
53 0.2033585713777233 0.2337676977046777 0.9719023265501032 80 58 47 0.55
54 0.07091751061480012 -0.1052365315893039 1.012905643137693 103 65 37 0.65
55 0.09110104332828894 -0.2123331904608473 1.094879405176153 153 122 78 0.92
56 0.4448666726027647 0.2516664257647705 0.648223467318519 136 107 81 0.83
57 0.0558256273028932 -0.2843000693573371 1.147458142777689 127 111 64 1.06
58 0.08806952445474825 -0.1305903386525827 1.03641809879632 114 86 66 0.29
59 0.1186791486857366 -0.081216263390854 1.039458478186412 127 98 72 0.14
60 0.1064543450002395 -0.07903652308549944 1.029342513052949 107 74 51 0.3
61 0.1140267885391067 -0.03752318055541831 0.999042904315145 84 54 34 0.45
62 0.01568779441581247 0.008780902889679254 0.8158424514225839 203 209 213 0.66
63 0.1033245457551422 0.01409739728057482 0.8475682034559102 73 47 35 0.36
64 0.5067934720429201 0.122335527941402 0.5874922304657204 186 200 206 1.04
65 0.1590186105558357 0.05539513509819742 0.8657998947198882 93 59 35 0.69
66 0.02204237943159715 -0.05992999019990641 0.9438767637438772 92 70 62 0.98
67 0.08418242481338534 0.2430389225015405 1.151441070156717 43 28 25 0.46
68 0.3653128776990406 0.2196827637724066 0.7472889350151337 122 89 57 0.79
69 0.09731973805054128 -0.2031475675125488 1.089095127389418 108 84 64 0.82
70 0.05270572639166682 -0.1951440904114341 1.045824136626146 99 75 54 0.47
71 0.08082597177278461 -0.09578246556238554 1.008510798843436 112 73 46 0.29
72 0.05224728612660967 -0.07727394291576348 0.9795178842144658 124 90 63 0.31
73 0.1166712174003406 -0.02712731765985049 0.9549742494066946 100 65 44 0.44
74 0.1666257988102606 0.02110699730040638 0.8809292697304492 98 70 54 0.75
75 0.08359079157120841 -0.2647412555157669 1.096166709687042 66 53 34 0.76
76 0.4302499018682544 0.2183201656971582 0.6602576634160714 34 25 18 0.86
77 0.1723826212775518 0.1851523694213528 1.037858398997645 88 57 37 0.45
78 0.1223101746127888 -0.03357177480166953 1.008095151727942 114 80 51 0.39
79 0.1455233852356729 -0.01544438177625279 1.03141929332929 78 53 39 0.37
80 0.5306666154446914 0.1381281839723595 0.5465814220556473 128 85 41 0.55
81 0.1443156576841976 0.05686443460695842 0.8587876287522684 99 68 43 0.51
82 0.07124294850927093 -0.2122140970781416 1.067993454001307 151 123 80 0.54
83 0.1437697449173849 0.07961472944150923 1.088133625800322 103 73 56 0.18
84 0.06462023047281074 -0.1984240349740109 1.058743490931767 163 128 87 0.6
85 0.04923754294510663 -0.05928908219631959 0.9663494178390941 77 51 36 0.47
86 0.1617339453039423 0.04361703660313482 0.8780543271620724 77 48 35 0.58
87 0.2916020444723293 0.2251447589415836 0.8467859973211296 108 71 47 0.32
88 0.1724400360941281 0.26045313488508 1.005965484065274 92 66 44 0.78
89 0.4483085847234146 0.1768544335253628 0.6397092334635992 70 47 30 0.55
90 0.1088010329777568 -0.07815953514536531 1.032623701646263 75 46 28 0.21
91 0.1651650917789177 0.06123119340544275 0.8735628354821063 107 76 56 0.45
92 0.1282257855619956 0.09659038724716001 0.8468304151572421 165 106 46 0.81
93 0.304846245029446 0.1856039904297095 0.8459217958691752 114 86 57 0.53
94 0.3818045692168561 0.2095253648126557 0.7201322933024901 90 63 33 0.49
95 0.1159115914991056 -0.1426462883130293 1.074527570493638 108 79 57 0.5
96 0.115733827218755 -0.0292678063077963 0.9531102912618905 171 126 84 0.51
97 0.04546615101086915 -0.1813209673019028 1.030247624017492 138 109 70 0.39
98 0.07780313078205603 -0.1773662244211584 1.054119053954957 113 82 52 0.73
99 0.1062658382152576 -0.07601584142369852 1.030517745283709 171 134 84 0.46
100 0.04585329603388844 -0.05922416758885612 0.9633206272064394 131 95 60 0.73
101 0.06782414600784636 -0.2298011911266447 1.14784747558319 62 47 41 1.23
102 0.04573577214968139 -0.07968627515937499 0.9736090134513216 82 52 36 0.71
103 0.08251172900562553 -0.2326032916428487 1.151566725438125 200 216 224 0.37
104 0.06363742210566414 -0.2037228730701803 1.057776854950782 62 48 38 0.33
105 0.09458164855061779 -0.1976567072804631 1.085930495593209 88 61 47 0.49
106 0.1020934223651359 -0.183568719425033 1.081606233259033 86 59 36 0.57
107 0.05441451982379486 -0.1872174951542099 1.043500609033697 108 76 49 0.37
108 0.08362700435909964 -0.1838962410670428 1.057466603304185 113 92 73 0.53
109 0.06437905092617635 -0.1822744625544901 1.054099039181031 73 58 52 0.48
110 0.08571549876349649 -0.1819102348830562 1.074476961558606 110 69 42 0.58
111 0.09581214589670395 -0.1774563756049346 1.072307795760544 86 62 44 0.34
112 0.1049711732737871 -0.1641881744965488 1.076109489267179 119 85 57 0.78
113 0.1208202612111261 -0.1444694778319443 1.081492926553919 147 107 71 0.84
114 0.04650120887620912 -0.1707953508986355 1.028349700927604 108 74 48 0.16
115 0.06296686724585498 -0.1669176725559301 1.039154537821749 64 48 36 0.13
116 0.05525427693382157 -0.1599478725898839 1.029529562537452 126 90 64 0.33
117 0.06716761724019782 -0.1679238086421529 1.044609569325854 97 66 44 0.44
118 0.07468207674014704 -0.1492547779624958 1.036721311757546 67 55 51 0.24
119 0.0847721388137207 -0.1579174018261362 1.053683236841527 144 101 69 0.53
120 0.08925132130819191 -0.1602980485227987 1.056263446622305 59 45 37 0.28
121 0.08360195549106408 -0.1535462757460883 1.052610863418858 134 87 54 0.29
122 0.08909738389815436 -0.1372779668705522 1.042890009304285 52 37 30 0.41
123 0.1100776288738291 -0.1416770630293769 1.06937195380927 91 64 46 0.38
124 0.1013999303471095 -0.1385652650258486 1.056541694364108 82 59 46 0.18
125 0.1100649987418788 -0.1364590859937207 1.065220454430471 61 50 44 0.09
126 0.1126428695538993 -0.144307861374173 1.074338916303571 90 66 51 0.62
127 0.06363696652583806 -0.1476229495701461 1.028947464765855 85 55 36 0.11
128 0.06473574033084262 -0.128292850706973 1.020513136937307 65 45 32 0.18
129 0.06971383093110251 -0.1463879858520391 1.034405176927883 90 60 32 0.21
130 0.1047825220388201 -0.1071709501964304 1.044865813393562 102 74 45 0.17
131 0.1315670468083152 -0.1030442181287848 1.069488826299451 135 95 62 0.38
132 0.03414747166915078 -0.1275028853656537 0.990616411802604 77 62 57 0.32
133 0.05759775227733743 -0.1268619469611616 1.016566127582664 82 52 32 0.38
134 0.06700605721086639 -0.1092307710815914 1.009592193391975 94 71 56 0.24
135 0.1151374264777747 -0.09274693992388189 1.053519263249363 86 62 44 0.16
136 0.03366965958969459 -0.1180280825468899 0.9906098141976181 100 61 34 0.47
137 0.03061102638239199 -0.1169763613505443 0.9890707359230244 81 58 37 0.97
138 0.04949771302160499 -0.1086351930857292 1.000045401407587 62 44 33 0.43
139 0.09197911173751605 -0.09033110377151035 1.014817151405874 135 97 66 0.29
140 0.09716929044740064 -0.0802525670398222 1.022744671772086 98 71 51 0.19
141 0.1088060326934334 -0.07763023916253656 1.037242643572015 115 83 59 0.34
142 0.1143943432832165 -0.07542591491228279 1.037679224484318 134 95 67 0.26
143 0.1189911831629435 -0.06366247328446659 1.018167813118161 86 57 39 0.27
144 0.04433281442148851 -0.08346179476527449 0.9762173185144589 140 97 61 0.43
145 0.06456616605505339 -0.07638872441598904 0.9822895056903365 131 84 52 0.54
146 0.1157598542934372 -0.05297269307046554 1.024258673931422 137 98 64 0.64
147 0.130111958392138 -0.03881809174739707 1.023517630775136 121 90 65 0.34
148 0.1446249158475972 -0.03802368733635481 1.040325140692987 47 31 21 0.22
149 0.1548849624406617 -0.03189611781593692 1.049748926303698 93 73 57 0.37
150 0.05997708021405646 -0.05906707141521308 0.9755308131420537 65 51 37 0.4
151 0.1627873783039757 -0.008962588582937706 1.046196819829873 94 72 51 0.19
152 0.1504474011724805 0.04857171165402179 0.8829075115411531 133 93 61 0.87
153 0.1264948945788699 -0.02261969327172303 1.005388102282641 172 121 74 0.6
154 0.1573703291337887 0.02286724684206827 1.019731025239829 116 84 57 0.27
155 0.2106041328997412 0.06115221418376558 0.9276965169560791 160 127 101 0.3
156 0.4136945131262063 0.1711391701369239 0.6912023484165997 125 105 81 0.98
157 0.2057509124149166 0.1373923036073176 1.001599370379656 119 84 57 0.64
158 0.4305317020127282 0.1705869911423747 0.6669872649473435 130 110 90 0.27
159 0.370857971568018 0.1918912365783844 0.7420268941962602 81 60 40 0.33
160 0.2737014642673909 0.1753739582567173 0.8934688053627844 98 70 49 0.39
161 0.3802913618980638 0.1959186002219325 0.7273716791618672 85 65 44 0.27
162 0.3350970110760305 0.2177090104303489 0.7903510368676541 58 44 31 0.67
163 0.409050709847611 0.2268624246796117 0.6875820700006878 38 24 12 0.62
164 0.1807444137974914 0.1244835937431631 0.8792054235617914 121 69 35 0.53
165 0.5311259592898625 0.1216774492997929 0.5140283756089893 113 86 62 0.89
166 0.06070127792001956 -0.306181057973037 1.134609263531342 204 212 215 1.38
167 0.08265764761824068 -0.2729927030199418 1.087365334984757 73 73 71 0.57
168 0.4848757291674157 0.1432419596702791 0.607891631806406 110 93 51 0.32
169 0.07993801575232051 -0.2646153634756416 1.141423134218292 126 131 137 0.93
170 0.0862777088689346 -0.2354266653008048 1.089376778121306 92 72 50 0.7
171 0.07919287727460722 -0.2216285822683376 1.083309966498552 70 50 43 0.63
172 0.07662688139639595 -0.2098668896038562 1.067852686128559 81 70 60 0.17
