# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 20430, mean track length: 8.11
0 0.03301798848076098 -0.3253312094673414 1.150579259414206 184 198 209 0.86
1 0.02911160852636407 -0.2768980329703246 1.100388826476395 81 67 57 0.37
2 0.02684482277212941 -0.2759398835936251 1.100201517957792 137 112 89 0.27
3 0.04499307491155269 -0.2685038854153966 1.097384896693351 74 52 40 0.56
4 0.03115567763407889 -0.2572643542162839 1.090653205844695 165 144 117 0.13
5 0.05358873590198565 -0.2533493777024747 1.103452495447923 123 107 88 0.13
6 -0.02113258998795231 -0.2512438528673746 1.137036319517131 154 168 166 0.86
7 0.07998555194360135 -0.225818456410326 1.111676370372318 87 75 63 0.13
8 0.0888674732472402 -0.2258159008826425 1.118444276014468 118 105 90 0.41
9 0.02805102694900996 -0.2309877163534206 1.067958032850334 66 47 42 0.06
10 0.0299708758445556 -0.2187647063458822 1.065064334771167 77 54 40 0.22
11 0.07168064085971793 -0.2198971827824638 1.100952515929545 79 64 54 0.31
12 0.07172360519204424 -0.2168281138513256 1.101284756590377 88 62 51 0.28
13 0.0762282934216747 -0.2188688549268491 1.105305061849171 88 61 45 0.26
14 0.0749655266140804 -0.2160601902250676 1.105905907018016 106 71 54 0.24
15 0.0824332890009335 -0.2170214205670467 1.109544016254536 94 70 54 0.24
16 0.08455882894105193 -0.216608197391741 1.111583171225327 85 65 52 0.25
17 -0.03772095053196456 -0.2276893077169632 1.131360704033411 181 194 197 0.72
18 0.02400476115060557 -0.2093206774100065 1.058086920323104 95 66 50 0.37
19 0.03438910173720078 -0.2096058876325982 1.06530563495958 93 62 45 0.25
20 0.04166079601773776 -0.207783405458428 1.067422457580545 67 49 44 0.19
21 0.03447459987060431 -0.2064359059644338 1.06468010445822 90 63 45 0.16
22 0.04572838237670018 -0.2038101138008447 1.071183785034855 82 59 48 0.46
23 0.08204636491272965 -0.2055895152456573 1.102269398233182 83 64 53 0.24
24 0.08066410436385552 -0.1962647426503956 1.098481966161547 148 113 82 0.45
25 0.0841439738488351 -0.1953523568313389 1.100252362560234 129 88 59 0.16
26 0.02144175663354242 -0.1983990940042528 1.047307597361825 83 57 42 0.24
27 0.02427332778892421 -0.1941394567526873 1.045654845915657 111 88 70 0.25
28 0.0322230742375077 -0.1932811048356328 1.051581801255454 116 92 69 0.22
29 0.03324004550121606 -0.190215363846851 1.054153868242233 77 55 44 0.43
30 0.05226544700520208 -0.1836129962057605 1.065803913090914 158 122 88 0.21
31 0.06792522695882031 -0.1892000004617984 1.079180007198618 127 100 77 0.22
32 0.06948083667539517 -0.1914890099743163 1.082223460348393 135 106 82 0.23
33 0.08438281763276589 -0.1771309409084817 1.090684602431011 90 54 38 0.26
34 0.08283556629694488 -0.1743426609084813 1.091017792193905 101 68 49 0.25
35 0.09362865566663781 -0.1774833548354419 1.096703508563108 120 90 66 0.99
36 0.1059429677438465 -0.1748163865403821 1.106888000571584 128 113 98 0.38
37 0.1046782465085873 -0.1724677962480472 1.105867372301764 97 83 88 1.13
38 0.02036934415064851 -0.1732345995415209 1.033524197747662 87 59 44 0.23
39 0.02855152609485179 -0.1687619194953185 1.039669319854023 147 109 74 0.75
40 0.03034435398378454 -0.1708904833783409 1.040878115302777 93 69 53 0.45
41 0.05219300455969378 -0.1655212057943308 1.056110835897869 69 47 36 0.32
42 0.07266448101964129 -0.1688650564039846 1.072838464183719 87 66 52 0.29
43 0.07202244316102768 -0.1618645837614659 1.068299205095121 130 97 74 0.18
44 0.07377898514035997 -0.1600905439933292 1.072239412483472 93 63 44 0.66
45 0.08120803946555133 -0.1665626959359378 1.080509736123181 92 64 48 0.36
