# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 57
420 RADIAL 760 1102 3631.2376803105367 380.0 551.0 -0.08410635696643302 -0.0013797783988197337
8 RADIAL 1140 760 2791.200321771731 570.0 380.0 -0.39360488761802104 2.8578718842237594
14 RADIAL 1140 760 1794.3256925666385 570.0 380.0 -0.31644439248826267 1.388143089394378
20 RADIAL 1140 760 1677.5483726322952 570.0 380.0 0.3007593782101463 -1.5929755051667693
343 RADIAL 760 1013 1406.702025186318 380.0 506.5 -0.15362632582549854 2.384025163379157
506 RADIAL 1013 760 1398.8073824404032 506.5 380.0 -0.13260728823587078 -0.01246006252848689
315 RADIAL 1013 767 2517.4931815107384 506.5 383.2972972972973 0.359838447860925 3.384217374064719
426 RADIAL 1055 760 3373.055869070404 527.5 380.0 -0.9537569273690493 4.8141507937247034
211 RADIAL 760 1143 2137.0765723183495 380.0 571.5 -0.4349615087056159 4.927173530547976
350 RADIAL 760 1013 3259.9511116554245 380.0 506.5 0.44495796776282887 0.0956573656340214
7 RADIAL 760 1140 4091.375826786542 380.0 570.0 -0.000212991592357527 9.827676521610325e-07
314 RADIAL 760 1140 2541.6189304037675 380.0 570.0 -0.02664247488788843 -0.0036394637087080045
386 RADIAL 760 1013 2154.8195457616252 380.0 506.5 0.12126408696502328 0.0012426618521148105
382 RADIAL 760 1140 1584.003626205239 380.0 570.0 0.035928463665845456 0.0017596369728675695
37 RADIAL 1147 760 1698.3285881002905 573.5 380.0 0.18018221164296624 0.02403676575708312
460 RADIAL 1353 755 1741.9371689562847 676.5 377.5813953488372 0.115347172568344 0.009452072836576519
281 RADIAL 1013 760 2447.5844800440186 506.49999999999994 380.00000000000006 0.3487186566236469 0.4538931361878064
17 RADIAL 1140 760 1537.4265855541373 570.0 380.0 0.38858754700241577 -2.162180339225007
363 RADIAL 1013 760 1019.572483457892 506.5 380.0 -0.15655501108289904 -0.027352620010699113
89 RADIAL 996 754 1564.2525731270835 498.0 376.8648648648649 0.2458087567051186 0.005613718669682565
461 RADIAL 1013 767 1527.5158034064314 506.5 383.2972972972973 0.24504533968880673 0.02486478424042046
342 RADIAL 1147 760 1280.1534202672515 573.5 380.0 -0.020053428886033155 -0.00045571891141810313
3 RADIAL 760 1140 4091.422841101134 380.0 570.0 -0.00014658914821272416 -2.623418768026016e-07
329 RADIAL 1140 760 1243.7138644862955 570.0 380.0 -0.03645011385090656 -0.010180010020761207
12 RADIAL 1140 760 1242.4042604265096 570.0 380.0 -1.047095662948641 -0.3021347816749912
258 RADIAL 1140 760 1071.607601763644 570.0 380.0 -0.08250501332166409 -0.008132478959617712
523 RADIAL 1013 760 896.9141955902787 506.5 380.0 -0.1458231004226909 -0.04295170825629958
208 RADIAL 1143 760 1673.4233766518107 571.5 380.0 -0.02060128638634641 -0.010783857634532263
528 RADIAL 1013 767 1170.5872422533394 506.5 383.2972972972973 -0.06904580911836534 0.011933193029484902
264 RADIAL 760 1013 1036.256730283995 380.00000000000006 506.49999999999994 -0.016526322154716975 -0.0016950310658491255
425 RADIAL 760 1057 2410.580973465268 380.0 528.5 -0.04865586631260638 -0.0020967168896686055
278 RADIAL 1013 767 1167.7462367617384 506.5 383.2972972972973 -0.1296378883727759 -0.016471010534980828
90 RADIAL 760 1013 2311.1672624457224 380.0 506.5 -0.06020219633218655 -0.002212796692317165
268 RADIAL 1013 760 1035.8197665678756 506.49999999999994 380.00000000000006 -0.01799826623492424 -0.005451069945175885
189 RADIAL 1013 767 1329.093389667058 506.5 383.2972972972973 -0.1477300624647677 -0.010080860939392243
427 RADIAL 1013 767 2769.1378701612707 506.5 383.2972972972973 -0.016151389763508047 -0.0009701992624816263
423 RADIAL 1486 760 1632.1707612517496 743.0000000000001 380.0 -0.13292555073377194 -0.02812405710643096
521 RADIAL 1013 760 911.7332250569983 506.5 380.0 -0.12396541683952968 -0.02565243258060735
369 RADIAL 760 1013 1216.034759787348 380.0 506.5 0.001291718350499262 1.2459472067528253e-05
152 RADIAL 1352 755 1467.6735222943053 676.0 377.30232558139534 -0.06424522126083643 -0.009859330344468288
485 RADIAL 1140 760 2727.478807077286 570.0 380.0 -0.01748568721889786 -0.00026066430827485055
61 RADIAL 1838 777 1563.8927765500887 918.9999838935007 388.4444387114576 -0.05162730555487135 -0.07733162020131265
322 RADIAL 1013 760 753.6972988536947 506.5 380.0 -0.010021297377884927 -0.0018214494548668585
341 RADIAL 1013 760 1021.304641925691 506.5 380.0 -0.07168380218558407 -0.012430459611524355
39 RADIAL 1013 767 1146.6786985294912 506.5 383.2972972972973 -0.13451125672853068 -0.017319658125450228
53 RADIAL 1142 760 1163.565080250872 571.0 380.0 -0.07892552768897888 0.03338157806800065
126 RADIAL 797 760 637.6815649854921 398.5 380.0 0.004490260977841836 0.0006789689936652769
497 RADIAL 1140 760 1808.6326831234323 570.0 380.0 -0.03316478139617102 -0.002376058895395066
143 RADIAL 1580 777 1878.022455529231 789.9999698003146 388.4444294388961 -0.04376194140301281 -0.001882513805408626
25 RADIAL 1013 767 969.937046628905 506.5 383.2972972972973 -0.0019948587849896292 -0.0014833118012246831
361 RADIAL 1013 767 969.7062512001729 506.5 383.2972972972973 -0.11659061961013145 -0.012498317615412487
77 RADIAL 1013 760 1004.9897085579457 506.5 380.0 -0.5149050975700287 13.443843410865195
19 RADIAL 1140 760 1022.0032727468567 570.0 380.0 0.2721636123104932 -1.06289049316798
513 RADIAL 1013 760 705.5783626600723 506.50000000000006 380.0 0.020848133327679565 0.022890639893854387
219 RADIAL 760 1140 1113.6619744187115 380.0 570.0 0.06350131397476316 0.0010541463259228822
463 RADIAL 1013 760 1042.8809698071236 506.49999999999994 380.00000000000006 -0.025371393292987876 -0.0029931466464157876
214 RADIAL 1140 760 816.0304351611021 570.0 380.0 0.020261406043872533 0.007777027559820692
