# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 11671, mean track length: 7.08
0 -0.4684724983274439 -0.2536938479846959 0.8860035944387069 201 206 204 1.99
1 -0.4579271699740949 -0.2433914188935514 0.8802538505993187 212 221 237 2.96
2 -0.138781433020646 -0.2396871596587561 1.195083588652151 164 179 158 1.24
3 -0.08248317233350563 -0.2457084906837861 1.241131840346704 135 142 126 1.85
4 -0.2180660058901213 -0.2472788437523662 1.180394041752152 226 222 215 1.47
5 -0.1480101440880789 -0.2390317646812991 1.206439015439079 211 219 216 3.45
6 -0.07580716949739943 -0.235166613342738 1.231044525971361 175 178 174 2.84
7 0.06388678679132742 -0.2287325285141849 1.295211641030281 207 204 194 3.41
8 -0.03134035113593781 -0.2310445850067008 1.261168470921098 174 170 160 2.4
9 -0.3400192892186191 -0.2377576336414468 1.141318893012729 160 154 142 2.12
10 -0.272634033214204 -0.2256586224000301 1.158548403754679 99 106 116 2.97
11 0.06698780875149843 -0.2147786015535374 1.285871090052303 97 96 93 3.69
12 0.06699526374155354 -0.2162332218221309 1.290067329187839 95 92 87 2.74
13 -0.2383443672422383 -0.2234181141038192 1.189403845674702 140 143 150 3.53
14 -0.2451664182264819 -0.2277631672114792 1.211454357317217 235 240 239 5.59
15 -0.2206618661100997 -0.2207029597370569 1.184728157445867 207 211 214 2.74
16 -0.4716202719209435 -0.2344726113816818 1.124092291618222 137 142 145 2.69
17 -0.2725972150269079 -0.2202961875317987 1.157370064719759 114 114 108 4.01
18 -0.2414077323179646 -0.2198262652291829 1.184878159617459 174 174 156 3.74
19 0.05171939524311739 -0.218244558801224 1.309954817459334 77 80 87 2.25
20 0.08997501723983095 -0.2307223619417163 1.393593922510268 163 163 170 1.92
21 -0.4603541031652619 -0.2296462309324273 1.103206671473147 140 146 147 2.99
22 -0.2741716209296049 -0.2189466678660096 1.165792764131639 161 155 140 3.92
23 -0.1054235869938688 -0.2162600132841594 1.228983063023919 188 184 174 4.19
24 -0.1095616390962787 -0.229379054685874 1.277915068363671 167 162 145 2.76
25 -0.0877780753901907 -0.2145415011371051 1.233069794489257 165 161 147 3.45
26 0.07039727286542471 -0.2104055218784141 1.28775381710946 115 116 114 2.82
27 -0.2238057721351329 -0.2163260811517473 1.185064726537149 178 179 177 1.36
28 -0.1576068694358399 -0.2121962230325616 1.200515176119437 162 162 155 1.66
29 -0.09565029254176657 -0.2100815182639333 1.224386153317093 177 180 182 5.07
30 -0.09131591843760914 -0.2127431803775354 1.234709085349956 185 185 180 1.94
31 -0.2185142546162539 -0.2114483260898137 1.185578649247517 143 152 152 4.18
32 0.04912017536151819 -0.2045073315598391 1.289252798614422 191 182 162 1.95
33 -0.2438771085771804 -0.212766267741032 1.184836847655892 141 138 118 2.58
34 -0.2659580722168406 -0.2077238767222351 1.15356976682365 164 162 154 3.57
35 -0.2727117168799938 -0.20778148874147 1.160372963376337 160 160 152 3.5
36 0.05326690870032261 -0.1952483372660826 1.252635439664554 135 132 127 2.45
37 -0.1772519432411015 -0.2042157642563639 1.191171629361557 129 130 129 3.68
38 -0.1248718780333081 -0.1962689408099118 1.189597241108741 110 113 109 0.47
39 -0.1855848165294041 -0.2022281062650635 1.182260014251279 115 105 86 2.37
40 -0.1873995049269467 -0.2031308509816658 1.188457749187684 113 106 93 2.02
41 -0.02840744625670114 -0.1966745752316714 1.256450432449677 149 149 145 4.97
42 -0.3331042098542764 -0.2069049213024376 1.151264810693788 101 102 96 2.57
43 -0.4611559102222663 -0.2114747531789631 1.111806993423047 151 153 156 2.09
44 -0.03336471244989686 -0.1932238051071933 1.240986685969407 110 110 104 3.52
45 -0.0220966403047623 -0.1908847228109054 1.240911422629016 104 105 103 3.49
46 -0.4398568700434795 -0.2123224631749953 1.145027824409769 69 76 83 4.22
47 -0.2174071520264657 -0.1965136411395866 1.168722952442683 119 117 112 3.91
48 -0.1427032584202984 -0.193813589578112 1.197079117140616 110 108 104 3.92
49 -0.4348800229793696 -0.2044537990000076 1.109345870789376 86 83 70 2.18
50 -0.4532990572670139 -0.2039783652128642 1.108242805773016 100 100 94 1.91
51 -0.3990231819348627 -0.201032459402801 1.125377471387042 150 147 134 4.27
52 -0.02081399797629124 -0.1940583048748454 1.288845382607178 113 111 109 1.9
53 -0.3692363797641828 -0.2002751144038093 1.146491720305326 129 134 135 3.14
54 -0.5577338693518484 -0.2071648654300474 1.085780654350573 237 237 240 3.36
55 -0.01269057419725128 -0.1842011843729152 1.254544383421853 87 91 90 3.99
56 0.1098637802665646 -0.1834203448875349 1.316532444556525 90 94 101 2.57
57 -0.4600785316416405 -0.1569319442430056 0.8611259680647994 119 122 122 3.19
58 -0.3541931773052406 -0.1912494611820707 1.126923907260634 143 143 135 3.81
59 -0.4933253963268651 -0.1928121877425488 1.068020108513856 176 169 148 2.81
60 -0.03102998998177209 -0.1820849077553486 1.246165568212911 81 85 96 1.4
61 -0.485146609553654 -0.2011997092600043 1.115926158393398 138 142 149 2.85
62 -0.5377202656545118 -0.1924159461075723 1.068044695135609 229 232 237 3.75
63 -0.1140565127196972 -0.182375329202439 1.217393106694441 109 105 96 3.69
64 -0.5682034248788355 -0.2013116209328876 1.100103612654908 202 201 209 3.06
65 -0.5462983268533966 -0.1952127306844159 1.079436207669113 149 153 163 4.29
66 -0.3939762673309446 -0.1854628988962449 1.122313667001712 67 68 66 3.22
67 -0.4879797794702643 -0.1661261965535445 0.9446949217720565 187 196 201 2.85
68 -0.3303549075875217 -0.187149806428207 1.15749648326123 176 171 155 2.91
69 -0.2553699738394225 -0.1781969892369343 1.155141874389646 123 112 87 4.98
70 -0.2473949094818576 -0.1786604143763897 1.166071258277659 129 125 109 3.89
71 0.08787958996839895 -0.1724336362353154 1.285869170707616 173 176 173 2.47
72 0.08825399837471877 -0.1734621521340121 1.292005046863501 154 159 159 2.75
73 -0.3981773895955767 -0.1851049448909067 1.124854377719451 119 120 122 3.76
74 -0.03937822568165916 -0.1752146118476807 1.241667280885468 155 153 153 3.53
75 0.1326997175574932 -0.1747792529644401 1.328253001760647 110 120 133 2.78
76 -0.4303197906328821 -0.1855971224764235 1.109982081253917 60 60 57 3.67
77 0.1042072571218017 -0.1726720673394737 1.313718039245757 105 111 124 2.96
