# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 9612, mean track length: 8.92
0 -0.3502640615078324 -0.2280243303148204 0.595092115397334 82 80 77 0.7
1 -0.467687802266228 -0.2566918794255311 0.8988577192540256 114 120 127 1.03
2 -0.07143911703090161 -0.2574125245373586 1.244263475445528 139 144 138 0.42
3 -0.4231691999576682 -0.2225058651101721 0.7855630854562361 155 149 135 0.52
4 -0.0274652969832756 -0.210628361981791 1.257268584511203 125 124 120 0.32
5 -0.01412655159215859 -0.2065818621268418 1.262473347847075 76 76 76 0.07
6 -0.4736841290982396 -0.2036682324480067 0.9131350143785667 161 161 159 0.7
7 -0.1187424565125915 -0.1984464235479055 1.207941432910667 135 135 130 0.34
8 0.05389146522953048 -0.1871299030930657 1.288167018515471 27 34 35 0.33
9 0.07633274713333793 -0.1844018703969245 1.29356322926262 110 110 108 0.15
10 -0.1674658912178525 -0.1982792083746422 1.196138483993968 143 138 127 0.72
11 -0.1015195465436338 -0.1939240475308484 1.215745427273939 214 208 195 0.66
12 0.07163104559686745 -0.1839331592980457 1.292385907462745 125 122 117 0.34
13 -0.1804726546885853 -0.1983066880254471 1.190799690953814 155 150 136 0.66
14 -0.01579279987982396 -0.1861878619384185 1.255373841320862 133 131 124 0.31
15 0.0282646134374408 -0.1838037337987871 1.275044180126863 150 145 129 0.32
16 -0.5107522538575593 -0.2232735317575549 1.127954321098011 162 170 172 0.67
17 -0.3338975320077278 -0.2059430936076678 1.144640817121998 150 147 142 0.4
18 -0.5135553713765937 -0.2191926095444111 1.128602553023936 172 182 189 0.84
19 -0.4432759537450582 -0.2093212938313826 1.123504480048815 89 93 95 0.15
20 -0.007561498993263971 -0.1771289367840107 1.262842126549861 88 87 88 0.24
21 0.05793960843602969 -0.1725044908772964 1.286380743724195 140 141 129 0.28
22 -0.3666005932588354 -0.1484167672778998 0.6388646217760727 112 97 59 0.22
23 -0.5700816725640231 -0.2037888956731638 1.087576855679261 179 190 198 0.74
24 -0.1788421939188629 -0.17434502700278 1.190758660595356 188 184 177 0.42
25 0.08293382070848682 -0.1565367827029372 1.28851662791948 77 72 62 0.38
26 0.1928130226390829 -0.1476863822587733 1.360808555968609 206 213 218 0.35
27 -0.3468126464498248 -0.1752319641310217 1.136575147011131 165 165 155 0.42
28 0.09913429053704997 -0.1460311251806945 1.298758776941029 98 93 82 0.31
29 -0.4867681573602143 -0.1704640271916223 0.9504162478579258 210 220 229 0.42
30 -0.5685855245465554 -0.1860599308646664 1.087614480167257 181 178 168 0.57
31 -0.2348412798804406 -0.1551300709537629 1.165798714691031 142 137 123 0.3
32 0.09161654902478045 -0.1329961419425833 1.293888942970701 87 78 61 0.34
33 0.08717915054792663 -0.1329631341175524 1.29234263090371 96 91 83 0.21
34 0.3318235252518255 -0.1024680790864773 1.15436198666657 91 104 123 1.37
35 -0.05513385290920697 -0.1417672539271431 1.239084360299856 126 126 122 0.51
36 -0.3687070924263695 -0.1586150173283993 1.132337301671559 119 111 96 0.44
37 -0.4988822862144653 -0.1654022559989312 1.098678050358517 106 98 89 0.38
38 -0.1270848524639114 -0.1397611421162027 1.208002120750323 180 183 172 0.41
39 -0.2487194020386548 -0.144389527054149 1.158834872929134 151 148 134 0.69
40 -0.1391429229455518 -0.1385011476656336 1.201587477315836 160 147 114 0.54
41 -0.1787248700241917 -0.1386993093407988 1.184958929321073 140 121 84 0.26
42 -0.2109941760535772 -0.1396965767097144 1.173863247721745 186 171 145 0.19
43 0.1319638226212655 -0.1188714929082584 1.311340148098933 73 66 46 0.33
44 -0.1253564754706753 -0.1300574742201998 1.214008046264055 74 75 77 0.31
45 -0.03781135531608809 -0.1226602405415085 1.243063821786278 128 101 61 0.48
46 0.1296746277544767 -0.1102676287197155 1.302352682600004 183 171 149 0.48
47 0.001757144392030174 -0.1158482843515569 1.26318781194597 94 90 89 0.22
48 -0.5118172343245121 -0.147632675644248 1.090693717588033 123 107 81 0.35
49 -0.06745741037943437 -0.117846845601662 1.227761941372235 145 129 101 0.06
50 -0.1012104097463606 -0.1193183086383002 1.214746800837502 155 137 93 0.19
51 -0.07132837021677663 -0.1176978466798804 1.224340065987721 176 150 103 0.11
52 -0.5139042540549049 -0.142648003417206 1.092622017016862 110 88 60 0.28
53 0.002546456259884977 -0.1092298728382136 1.256008048720998 99 98 98 0.26
54 0.2112662023468607 -0.09744379072895946 1.375745053559399 86 81 79 0.44
55 -0.1498766384027488 -0.1159559194642895 1.202384004955304 126 125 122 0.28
56 -0.3717599511260727 -0.1035630810288404 0.6489070192310045 78 75 71 0.26
57 -0.5286092170416934 -0.1372524997519373 1.090471137132208 62 61 66 0.3
58 -0.5407992873730173 -0.1376566398317572 1.089818693032344 74 74 72 0.34
59 -0.3782017423918651 -0.10258841784024 0.6625501546697136 88 81 76 0.36
60 -0.5400086898426476 -0.1227881545742639 1.08610602625383 89 84 69 0.43
61 -0.3640351882877658 -0.09193296617401969 0.6283406010518333 211 196 166 0.37
62 0.1965237183289807 -0.07751949980087271 1.363689284337883 144 144 136 0.49
63 -0.5173141240491888 -0.1185507698388305 1.093692888269849 111 92 80 0.2
64 0.1122710576977602 -0.08028493767734515 1.302647557704846 80 86 96 0.23
65 0.0187540259839849 -0.08246246040445213 1.263461111864104 90 94 89 0.32
66 0.1005457120318063 -0.07662364194331185 1.293711250535555 96 93 92 0.33
67 0.1071967789309653 -0.07653788292243682 1.297810479637326 77 82 86 0.39
68 0.2160488218445911 -0.06883553190422971 1.38777191354568 75 72 65 0.2
69 -0.1354817653333817 -0.08685699898881216 1.199895659761246 200 194 183 0.21
70 0.1283744932893306 -0.06959410255783341 1.303372259255209 139 142 140 0.22
71 -0.4018206438638411 -0.08861981238502208 0.7282818333117359 150 145 129 0.35
72 -0.3856219352247344 -0.08396630260980512 0.6679583646510974 73 68 59 0.32
73 -0.4649161952469925 -0.1028978216948167 1.106206685660161 186 177 157 0.21
74 0.01561593161074715 -0.07395300699985659 1.260643573313141 140 125 98 0.45
