# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 70
420 RADIAL 760 1102 3628.7659053542784 380.0 551.0 -0.07491028260207837 -0.0024870214707682025
37 RADIAL 1147 760 1703.526522662049 573.5 380.0 0.23770579847606388 0.07893985335448883
340 RADIAL 1013 760 1179.8695209323544 506.5 380.0 -0.01676846923555986 0.00963177252259123
506 RADIAL 1013 760 1394.432936449555 506.5 380.0 0.08418529845561408 -1.1168198765852817
382 RADIAL 760 1140 1582.5361926938103 380.0 570.0 0.05379386980756695 0.20598102381716382
487 RADIAL 1144 760 1473.7274585620141 572.0 380.0 0.02413734847956587 -0.07360052342256385
3 RADIAL 760 1140 4091.4415838120335 380.0 570.0 9.759558061230044e-06 4.4475375975779715e-09
350 RADIAL 760 1013 3326.706600042567 380.0 506.5 0.04182317215351374 0.0008384076913979601
523 RADIAL 1013 760 900.7156587525806 506.5 380.0 -0.12578853618052874 0.003588652858870288
314 RADIAL 760 1140 2534.3919564146127 380.0 570.0 -0.37112778073094 -0.5897827364064744
479 RADIAL 760 1013 1115.913417439453 380.0 506.5 0.17218943258729352 -2.608024416556793
425 RADIAL 760 1057 2404.7088898794873 380.0 528.5 -0.23685731155438056 4.744100758746284
39 RADIAL 1013 767 1158.3297717279538 506.5 383.2972972972973 -0.15767515050176048 0.15563652604963255
428 RADIAL 760 906 625.3252221142448 380.0 453.0 -0.012200326666550331 -0.0011479320576983625
483 RADIAL 1353 755 1204.3926571764464 676.5 377.5813953488372 0.004736686406279894 -0.022463278574910445
71 RADIAL 1013 767 1176.6729030861707 506.5 383.2972972972973 -0.12252818828716876 -0.005954963337641201
303 RADIAL 1157 771 951.604874043476 578.5 385.6666666666667 -0.01652358085162225 0.19042874864656512
386 RADIAL 760 1013 2153.29416241288 380.0 506.5 0.14092195822018486 -0.026027331188606475
362 RADIAL 1351 760 810.5098971684138 675.5 380.0 -0.1501131001159272 -0.01684219214014162
343 RADIAL 760 1013 1444.7346507985706 380.0 506.5 0.17329187848222266 0.058545442394300706
520 RADIAL 760 1011 1213.935991579296 380.0 505.5 0.17144090430361053 -0.012078985858769856
342 RADIAL 1147 760 1280.5326027276492 573.5 380.0 -0.0218078622999972 0.04766452691692763
32 RADIAL 1140 760 1224.754345821038 570.0 380.0 -0.27008008449892157 0.7850603223439104
514 RADIAL 1013 760 1299.9118501593064 506.50000000000006 380.0 0.006425426001010838 0.08560029981997042
383 RADIAL 760 1013 1216.0595698005598 380.0 506.5 0.049645472305690545 0.0026330016486432054
329 RADIAL 1140 760 1241.20248219985 570.0 380.0 -0.05797534834859659 -0.1295471374261231
510 RADIAL 1140 760 893.0546164731709 570.0 380.0 -0.04374654126446664 -0.01376979894573515
421 RADIAL 760 1011 2309.864477266306 380.0 505.5 0.28524538778035247 -4.718158098750839
318 RADIAL 1018 760 863.4992322190762 509.00000000000006 380.0 0.2689428352875589 -0.7165435001752006
354 RADIAL 1013 760 1044.458614471778 506.5 380.0 -0.10396942890736738 0.11801169230616906
17 RADIAL 1140 760 1488.7820007982118 570.0 380.0 0.10134279728428228 -0.10032199880469463
20 RADIAL 1140 760 1635.8986768446969 570.0 380.0 0.055751726395258494 0.091873936574918
52 RADIAL 1142 760 1697.2341797139538 571.0 380.0 0.19063827176787085 0.0074740911469732985
521 RADIAL 1013 760 902.502391825399 506.5 380.0 -0.10397605873809429 -0.014755386418893167
460 RADIAL 1353 755 1737.293516281902 676.5 377.5813953488372 -0.10949748680968607 1.175413645988161
361 RADIAL 1013 767 980.292136867006 506.5 383.2972972972973 -0.15022300696844532 0.16441725468536839
461 RADIAL 1013 767 1531.846603535423 506.5 383.2972972972973 0.15279453120409006 -0.017133544934067112
423 RADIAL 1486 760 1632.9584572592432 743.0000000000001 380.0 -0.22384522092469014 0.524120730801648
513 RADIAL 1013 760 695.5432427777067 506.50000000000006 380.0 0.0753257082723097 -0.09975479969318192
457 RADIAL 1140 760 1073.458539628734 570.0 380.0 -0.20815024691353518 0.44174571716779215
