# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 63
196 RADIAL 1140 760 1002.6877241013708 570.0 380.0 -0.1201109500147059 0.031671087677202225
197 RADIAL 1140 760 1005.5902297236283 570.0 380.0 -0.12342729606406862 0.045710920893752324
198 RADIAL 1140 760 1005.1447290533089 570.0 380.0 -0.12553633973618694 0.04635255200689367
371 RADIAL 760 1013 780.2598746651927 380.0 506.50000000000006 0.2585120806585542 -1.063381169071749
199 RADIAL 1140 760 887.5702179362786 570.0 380.0 -0.031784685312023185 0.016410358852953638
459 RADIAL 1147 760 894.7211083660446 573.5 380.0 -0.07653835106360447 -0.010655651821814932
416 RADIAL 760 996 1084.4257081483888 380.0 498.0 -0.12507016700142307 -0.030829194197460292
98 RADIAL 766 766 815.3847770048651 383.0 383.0 0.13730770038598886 -0.27864822284688406
233 RADIAL 1140 760 946.128589871558 570.0 380.0 -0.15318300819088193 0.05958428493621864
364 RADIAL 1348 752 1165.0824887884005 674.0 376.18604651162786 0.06255411678381043 0.25446273229723815
464 RADIAL 760 1013 1061.535532931293 380.00000000000006 506.49999999999994 0.025077626890748318 -0.013125561475764836
181 RADIAL 1153 760 886.6872396188476 576.5 380.0 -0.05619662913173771 -0.011951316953976672
118 RADIAL 760 1140 1114.9479354705877 380.0 570.0 0.07236022004755803 -0.04967316449802393
507 RADIAL 1140 760 1000.1911858233751 570.0 380.0 0.08405989859720235 -0.0004193206450232343
178 RADIAL 760 1013 1215.1544594592406 380.0 506.5 0.010856690147047468 0.0004235016493919652
355 RADIAL 760 1013 941.718484894455 380.0 506.5 -0.05906473101349498 0.038609510092071406
248 RADIAL 760 1140 810.4082373507753 380.0 570.0 -0.012666710454080807 0.05570978647691531
119 RADIAL 760 1140 1159.8051910231186 380.0 570.0 0.06661057726598865 -0.14051451587338
502 RADIAL 1013 767 810.3730003892342 506.5 383.2972972972973 0.028676322577108268 -0.010889397537064477
417 RADIAL 760 1052 1157.3423311435324 380.0 526.0 -0.17814673024921457 0.2624105793205761
101 RADIAL 1013 760 1012.6759616833806 506.5 380.0 -0.11825937922600158 -0.008786777699420401
524 RADIAL 1013 767 982.2602376775154 506.5 383.2972972972973 0.06603641551784735 -0.20480677492213822
337 RADIAL 1013 760 817.2343557689542 506.5 380.0 -0.03882788329479071 0.002434847875025239
162 RADIAL 824 774 797.1543085954092 412.0 387.030303030303 0.06432388900104087 -0.01394709230298034
234 RADIAL 1013 760 753.9726075993387 506.5 380.0 0.04131767497293854 -0.002588537282390953
157 RADIAL 1144 760 882.7841636173827 572.0 380.0 0.003148418565928906 0.0030540439914954554
436 RADIAL 1351 754 1063.962298706137 675.5 377.0232558139535 0.07368605186343442 -0.11165094340025769
108 RADIAL 760 1013 1216.4062558245398 380.0 506.5 -0.06541077306856294 -0.00445564702620285
522 RADIAL 1013 760 922.578418230461 506.5 380.0 -0.20099539525962742 0.1618194546627162
503 RADIAL 760 1013 1218.2131306402841 380.0 506.50000000000006 0.024506173869089556 0.0016907822834481441
103 RADIAL 760 1013 781.6140629413268 380.0 506.5 0.13082252296173705 -0.44556814497556085
299 RADIAL 1013 767 1163.7424253405165 506.5 383.2972972972973 -0.09071310634316691 -0.11095818421912652
306 RADIAL 1152 768 1012.116017689506 576.0 384.0 -0.013384600774337651 0.03216064252256284
376 RADIAL 1013 767 759.551921435259 506.5 383.2972972972973 0.05682434419596805 -0.030436188727969753
377 RADIAL 1013 767 758.1891273475901 506.5 383.2972972972973 0.05462531925671732 -0.028301344851719833
492 RADIAL 1140 760 931.9915373982636 570.0 380.0 -0.21798576490349103 0.20338048962467514
23 RADIAL 1140 760 975.302812867602 570.0 380.0 -0.08879167993217406 -0.45817939316634004
195 RADIAL 760 1351 1419.3430257731754 380.0 675.5 -0.08672323088414376 -0.0695946124541439
455 RADIAL 760 1351 1620.3661571693335 380.0 675.5 0.14198015913715611 0.010451576297583807
378 RADIAL 760 1013 1216.1876748439036 380.00000000000006 506.49999999999994 0.005385427234714045 0.00018058115695806994
21 RADIAL 760 1013 1165.4901775858762 380.0 506.5 -1.0453249513720024 16.341978325537866
193 RADIAL 1351 760 1411.727783248359 675.5 380.0 -0.0364167265511247 -0.4009293008204139
213 RADIAL 760 921 1231.6695203313807 380.0 460.5 -0.05113410287854749 -0.3605431132973843
452 RADIAL 1351 754 1103.4392043668554 675.5 377.0232558139535 0.04600240936663092 -0.038906871193286396
380 RADIAL 1013 767 755.4279322001797 506.5 383.2972972972973 0.05371053062662032 -0.05689949987670798
472 RADIAL 1079 760 1291.8881509555022 539.5 380.0 0.0016806981115045753 -0.48586514570302564
516 RADIAL 760 1013 1216.0 380.0 506.5 0.0 0.0
4 RADIAL 1140 760 899.9450130925443 570.0 380.0 -0.047136388351171864 -0.01608610101544585
418 RADIAL 760 842 1044.2961383368113 380.0 421.00000000000006 -0.11502513643773055 -0.083708722197188
42 RADIAL 760 1013 407.21936606737535 380.00000000000006 506.49999999999994 -0.020049648212571238 -0.0019358639437622501
93 RADIAL 1013 767 972.4126305724897 506.5 383.2972972972973 0.02438424694882387 -0.08077798397217376
338 RADIAL 1267 773 1203.7284668989298 633.5 386.280487804878 0.028312055000132924 -0.060696715818261665
316 RADIAL 1140 760 1023.8811424380054 570.0 380.0 -0.1385898303998353 -0.09023059145440776
70 RADIAL 1013 760 1124.1192383315915 506.5 380.0 -0.17912800093979694 0.2325083869549791
419 RADIAL 760 879 1103.685792148705 380.0 439.5 -0.21221349108620005 0.6236122325615442
441 RADIAL 760 1647 1324.3834003766724 380.0 823.5 0.1424535751674441 -0.3290184256687994
317 RADIAL 1013 760 791.8772100830186 506.5 380.0 0.020144704050587707 0.020622970368926335
295 RADIAL 1139 760 1237.9201351251584 569.5 380.0 0.07283103504165184 -0.017998666255506744
442 RADIAL 1647 760 1326.240659125388 823.5 380.0 0.0657697811474195 -0.11709755943396721
379 RADIAL 760 1013 1216.137468467869 380.00000000000006 506.49999999999994 -0.04954364675637144 -0.004187717570914251
335 RADIAL 1016 760 2000.0976876565126 508.0 380.0 0.0069361011924126935 0.00012085039110228573
402 RADIAL 760 1351 1621.550121960193 380.00000000000006 675.5000000000001 -0.0025512084432547395 -2.909796732358383e-05
435 RADIAL 760 1351 1621.401553947131 380.0 675.5 -0.008469244193198184 -0.00012542548481601627
