# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 10315, mean track length: 6.74
0 0.03502567656296696 -0.3459950497914344 1.16765244931985 122 102 93 0.65
1 -0.0247510234933902 -0.2497436848753655 1.146131711510684 165 180 171 0.73
2 0.02037053496310104 -0.182158693171422 1.05102124425522 149 112 82 1.0
3 0.1014714201554253 -0.1698580869867764 1.115021373544507 111 94 95 0.6
4 0.002273355644908714 -0.1135499927272517 0.9975494822466728 86 57 36 0.3
5 0.01655075453873822 -0.1302249615473123 1.017753312903258 71 50 39 0.29
6 -0.0006843592589920178 -0.09290234090055491 0.9829183323354831 99 73 50 0.31
7 0.04117970425169715 -0.08261391414821331 1.006344265922122 94 63 46 0.55
8 0.001550360411874396 -0.02617822126008642 0.9442145953866503 167 111 70 0.74
9 0.001632371322498827 -0.02046609330859 0.9401606482070928 118 76 47 0.34
10 0.09696995562983579 -0.01157505146057025 0.9248554121729788 110 67 53 1.36
11 0.1898619224852097 0.01639595045750919 0.9720077558815474 165 153 146 0.8
12 -0.0149666836622242 -0.02469447983856301 0.9393820140296767 156 122 87 1.06
13 -0.03033806417002671 0.05265146816030997 0.8763365609453257 116 78 54 0.85
14 0.3384846451155155 0.05569410321256384 0.3891808424444643 73 45 27 0.88
15 0.3660191058933241 0.0643967069271206 0.4075901327452036 136 69 43 0.82
16 -0.06949856071042293 0.1022841562736018 0.9097971100882838 59 40 27 0.67
17 0.3020503437685396 0.08924510480689576 0.4111806846740411 42 24 18 0.97
18 0.3408584587336068 0.07305508515328515 0.3796514841157024 122 94 66 0.36
19 0.3411490821498668 0.07434306559016979 0.3789219246561144 72 56 38 0.2
20 0.1893637107848916 0.1043481655564502 0.5607036640936427 64 36 20 0.62
21 0.2175217281911408 0.09601954079087782 0.5253346075260164 96 66 49 0.55
22 0.2485130045550968 0.09488165354911773 0.4901350241694165 120 73 43 0.41
23 0.1342519659046338 0.08838458563298743 0.8734051162505065 183 137 88 0.7
24 0.3288233501917874 0.09902549839547875 0.3782894003097588 116 79 56 0.42
25 0.3391664218844652 0.09336139505268853 0.386758213185072 190 152 102 0.49
26 0.3437170679446619 0.09790586762767134 0.388253472151201 152 107 71 0.3
27 0.1534389984086396 0.1296902673183258 0.6023845928911489 113 81 54 0.93
28 0.3330688540707938 0.1060466986122913 0.3810441013755435 60 35 23 0.31
