# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 26
388 RADIAL 1013 760 997.3140530884092 506.50000000000006 380.0 5.486235257742153e-05 -0.00015624736359766246
15 RADIAL 1140 760 892.7419630123185 570.0 380.0 -0.04604984009231469 -0.02426124714671655
181 RADIAL 1153 760 889.492849556922 576.5 380.0 -0.07019656249189542 -0.036575905633588694
246 RADIAL 1140 760 811.5811899653263 570.0 380.0 -0.1347946877459684 0.05194104517886237
31 RADIAL 1149 760 886.3571061657863 574.5 380.0 -0.009277692331906479 -0.000910086238314078
349 RADIAL 760 1351 1080.9442853429582 380.00000000000006 675.5 0.011032435814328872 0.005875095626172585
245 RADIAL 1140 760 819.4532028524461 570.0 380.0 -0.09572012561731699 -0.03925497005501328
108 RADIAL 760 1013 1215.9930577435475 380.0 506.5 0.00046777329591494467 0.0006626638157229776
273 RADIAL 760 1013 752.7961899802347 380.0 506.5 0.12205486271289877 0.024028535060148626
116 RADIAL 1140 760 977.1534762778438 570.0 380.0 0.03324180574836552 0.002669457122283698
139 RADIAL 1013 760 810.364562403147 506.5 380.0 0.026918798534820966 -0.004280588958690136
226 RADIAL 760 1140 813.7885483060334 380.0 570.0 -0.18547851295179557 -0.056163604585386176
290 RADIAL 1140 760 891.2805273191902 570.0 380.0 -0.1509488485967809 0.12486151112393301
233 RADIAL 1140 760 920.2009447972559 570.0 380.0 -0.09469932990567978 -0.024079122522404024
247 RADIAL 760 1140 813.8614920950644 380.0 570.0 -0.13346838901957955 0.0968040219975463
136 RADIAL 1140 760 1693.6962882226187 570.0 380.0 -0.013359831056812958 -0.0012030739296975772
252 RADIAL 760 1140 814.2962660689695 380.0 570.0 0.004045967861963474 -0.002241886020328951
133 RADIAL 1140 760 1693.7358073845357 570.0 380.0 0.0018191783550245352 0.005701329250485404
332 RADIAL 1144 760 882.2944253372615 572.0 380.0 -0.11895648051596779 0.1391275582568088
134 RADIAL 1140 760 1693.6841019569686 570.0 380.0 0.006979988871347303 0.0006820724533485237
459 RADIAL 1147 760 884.9817442024124 573.5 380.0 -0.1633194331360144 0.005202636076460615
464 RADIAL 760 1013 1042.2662771224536 380.00000000000006 506.49999999999994 -0.07562246002738675 -0.006144018065810402
206 RADIAL 760 1108 1330.02373598714 380.0 554.0 0.02435715072161282 0.0023770055226362
368 RADIAL 760 760 608.0000000000001 380.0 380.0 0.0 0.0
99 RADIAL 760 1013 115.8095238095238 380.0 506.5 0.0 0.0
495 RADIAL 1351 754 1109.0948179378065 675.5 377.0232558139535 0.0 0.0
