# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 10797, mean track length: 6.43
0 0.07225545226312846 -0.2113706978944516 1.067051900632127 86 63 48 0.5
1 0.07003807480825086 -0.2272287748811367 1.152187930855148 75 71 73 0.57
2 0.05607235927352455 -0.1442546868454448 1.018849426458491 92 62 42 0.33
3 0.1268222162312536 -0.08467798706407226 1.04615180003497 144 109 75 0.29
4 0.067376802731198 -0.2082746444322932 1.063855143533638 138 109 72 0.35
5 0.06867114180858697 -0.1825932371169195 1.04507793186892 119 77 42 0.59
6 0.09548012677127449 -0.1885978381491358 1.075189992575941 126 95 73 0.48
7 0.08808923709442745 -0.175078783179295 1.062980998340119 86 61 47 0.4
8 0.109933421246847 -0.1806835192004957 1.086563803677037 108 76 47 0.34
9 0.1117531416222148 -0.1504624475844938 1.076750129632891 115 85 58 0.48
10 0.05339362617982701 -0.105489952087754 0.9961113357637514 117 83 57 0.45
11 0.3439125332268063 0.2059762996278426 0.7840139164600787 124 95 57 0.47
12 0.08790715872499555 -0.2321658692863557 1.089005629484904 119 90 67 0.48
13 0.05470710797810063 -0.1981101182311851 1.043453519548756 148 112 74 0.41
14 0.08098910523839437 -0.183732710830404 1.058513773348567 110 76 43 0.52
15 0.09089430928330983 -0.1555518754379384 1.057379707305361 106 74 51 0.34
16 0.04618532627408067 -0.1624891689472143 1.021975554566786 144 103 62 0.41
17 0.0590186544659968 -0.1434483455630576 1.022993141400907 92 62 41 0.44
18 0.08616733080404687 -0.1394505353152868 1.038948671169411 102 64 39 0.43
19 0.07717832286616255 -0.1368519342120332 1.034291967841855 130 88 65 0.31
20 0.05779610725040008 -0.124353086890201 1.01138159351936 109 73 46 0.34
21 0.09204142185521319 -0.1158159200315133 1.035962643414183 92 59 40 0.31
22 0.087203910383501 -0.09542618721891144 1.011515126591267 157 106 62 0.89
23 0.08545462985644681 -0.0930593901806327 1.013606869341809 97 63 41 0.35
24 0.09791746821764169 -0.09042890486258781 1.022697319204601 105 69 43 0.24
25 0.09432800043091077 -0.09032633728349182 1.029856481025517 65 40 30 0.51
26 0.1453435397994165 -0.05406078343370713 1.053616186800022 75 42 27 0.33
27 0.1523211733154533 -0.04838790380908559 1.060279292012244 153 106 60 0.27
28 0.1015599269759702 -0.05526064092442406 0.9954436657331871 155 108 64 0.74
29 0.1060033806554481 -0.06501108872448108 1.019266077112133 73 44 29 0.53
30 0.1446277490929898 -0.05027975149991998 1.053618877696237 79 49 33 0.43
31 0.1567828017061625 -0.03867535427724278 1.055563359796478 118 85 57 0.38
32 0.1187811757725089 -0.03322241961474015 0.9611689881746251 150 110 74 0.36
33 0.1557460442785271 -0.01977178450962858 1.039996045374797 133 92 60 0.43
34 0.165250714062293 0.02934361811358441 1.037299480253291 107 72 45 0.38
35 0.1874346388633599 0.08918739537659512 1.019594543480202 135 102 64 0.78
36 0.04313149898067703 -0.2182283227315994 1.04965973783297 84 61 49 0.63
37 0.08593109405853938 -0.1824995704857067 1.060350008103005 141 103 67 0.53
38 0.03683097905865673 -0.1817073132767497 1.026808799182523 125 98 86 0.93
39 0.01502241498721502 -0.04977972013449522 0.9369133213143208 210 223 227 0.57
40 0.05851232835975162 -0.1201653086805028 1.007808660295437 148 107 68 0.3
41 0.0750910728097422 -0.1175202186466336 1.026942794710191 167 126 80 0.64
42 0.06473780375236254 -0.07742202647704022 0.9868238124593116 153 104 61 0.44
43 0.4509545152147766 0.1606231052887819 0.6446470627850815 118 90 54 0.87
44 0.4983494515963062 0.205234679849557 0.5738947988759819 116 85 49 0.73
45 0.423015464138457 0.1786594105268251 0.675001900265792 96 68 43 0.56
46 0.07309459590744993 -0.1106442512433474 1.017111872162183 101 65 36 0.69
47 0.1146237514156908 -0.06497244914364425 1.026416674249907 138 88 48 0.43
48 0.4401664980527861 0.1957161138019043 0.6484107990166921 133 108 78 0.17
49 0.399583471505025 0.1929801133152181 0.7016873717069976 148 108 62 0.38
50 0.3304210129313817 0.2255314560698073 0.7965141623705856 49 29 18 0.62
51 0.4589886736873673 0.1730346824809695 0.6257051788871316 134 91 45 0.23
52 0.4504260536518474 0.1704330465734397 0.6388739135151124 99 77 45 0.25
53 0.4499072114413685 0.1790025323381139 0.6369508613837943 113 86 53 0.28
54 0.422745712856871 0.1911464082898012 0.6687399985935339 69 44 23 0.47
55 0.3751260549406164 0.1854059438153394 0.7385547260180612 101 76 52 0.67
56 0.4763856416438866 0.1641485476786837 0.6073547784134221 134 109 80 0.29
57 0.475837693890747 0.1694812676844775 0.6060476424370761 122 92 57 0.54
58 0.4760175760585648 0.173133728464529 0.6024699740616926 128 93 60 0.23
59 0.4775595499030349 0.1777999218437576 0.5983579287859147 132 104 69 0.33
60 0.4753236662116996 0.1746125103656607 0.6046714571018003 137 105 67 0.41
61 0.1418690025495489 -0.03151036423671766 1.024294572068233 175 138 110 0.58
62 0.4500434896840443 0.1721164165727698 0.6401404723662169 73 51 32 0.38
63 0.4616574534984546 0.1808635647963416 0.619880972367278 108 79 38 0.34
64 0.4493000833465609 0.1782183327731036 0.6390703617746235 75 54 32 0.44
65 0.4582465074903659 0.1886508365045429 0.6150782310321452 122 98 72 0.44
