# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 122
386 RADIAL 760 1013 2134.9438719366776 380.0 506.5 0.10176729787929814 -0.0010764484687814603
420 RADIAL 760 1102 3629.53059211839 380.0 551.0 -0.02509855515230274 -0.00035052331427932917
421 RADIAL 760 1011 2374.4387151850815 380.0 505.5 -0.17724402162094008 0.015020589173757613
485 RADIAL 1140 760 2728.5397620647695 570.0 380.0 -0.18496263392656803 1.4178378081351781
487 RADIAL 1144 760 1506.0873852909656 572.0 380.0 0.08085655278764815 -1.517314340282576
425 RADIAL 760 1057 2334.791272933679 380.0 528.5 -0.30753128537958924 3.619209034694539
506 RADIAL 1013 760 1415.4168192926693 506.5 380.0 -0.14434518106150282 -0.02643882248598466
343 RADIAL 760 1013 1422.1764247086044 380.0 506.5 -0.02041085961456362 0.5063263164722306
314 RADIAL 760 1140 2593.8387704597317 380.0 570.0 -0.1928133124107022 -0.02278296626155577
479 RADIAL 760 1013 1157.0978013698782 380.0 506.5 -0.11092725105772593 -0.050339810344935336
264 RADIAL 760 1013 1084.0842480676602 380.00000000000006 506.49999999999994 -0.1714795134267311 0.1752714003511328
266 RADIAL 760 1013 1075.8429948780754 380.00000000000006 506.49999999999994 -0.11235955315692567 -0.06206116334629887
404 RADIAL 1140 760 1613.5849072856008 570.0 380.0 -0.04786616577102464 0.05244882578996873
287 RADIAL 1351 760 1211.8431946560167 675.5 380.0 -0.18218163456310277 0.089722709659527
423 RADIAL 1486 760 1615.2586748655897 743.0000000000001 380.0 -0.13458245854924553 0.09952156280936858
46 RADIAL 1386 774 1149.1311002126722 692.9999999999999 386.79069767441854 -0.10373828701468336 0.04695322975756657
189 RADIAL 1013 767 1334.1245637071052 506.5 383.2972972972973 -0.3149154717821602 2.540680181624769
71 RADIAL 1013 767 1150.6420066210821 506.5 383.2972972972973 -0.0691987023362548 -0.10793871999264686
