# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 12660, mean track length: 5.03
0 -0.06910735687618899 -0.07728605883088824 1.168896794011155 128 93 60 0.36
1 -0.08697436882777868 -0.08441261888478246 1.161855354438801 74 48 23 0.27
2 -0.03478701426919867 0.02469694052080629 1.202522552101706 170 132 94 0.23
3 -0.1453700118477386 -0.05590471695821075 1.126108763160554 86 60 32 0.15
4 -0.03579621291920798 0.1679151644164473 1.207838902167893 56 24 12 0.23
5 -0.06787723568825654 -0.06422970147610818 1.173491425145073 87 53 28 0.38
6 -0.03542327355475559 -0.007590983161818998 1.200431857164237 171 115 70 0.22
7 -0.04821211132523623 0.07505344384693752 1.201029884912525 165 107 60 0.42
8 -0.0435402360999473 0.1012463595748653 1.200424807627628 69 36 18 0.31
9 -0.04178329814939621 -0.02351968192887938 1.195040687149028 90 54 31 0.61
10 -0.01894184098349144 0.007178141280962835 1.206709617135291 160 109 50 0.64
11 -0.03778935355886911 0.01405511518251468 1.197950539782698 150 95 49 0.64
12 -0.04643181149220852 0.03635777836402765 1.192005300009688 164 108 54 0.47
13 -0.06535802646246452 0.03241455545117988 1.185226912734207 81 49 26 0.46
14 -0.05435307906630392 0.05488044743604414 1.194191613607273 80 45 25 0.27
15 -0.04811816283579986 0.07616139717365039 1.199114373908132 106 56 23 0.25
16 -0.05007723470746893 0.09767068054505812 1.198051893818598 73 43 24 0.38
17 -0.02521174931528756 0.1261124320847519 1.219979162865929 154 104 50 0.33
18 -0.01137706507870622 -0.004186355586244306 1.207783907577431 90 59 36 0.37
19 -0.01624134039933037 -0.02252916188987097 1.205675634602478 128 77 43 0.15
20 -0.08328969403437297 0.06898216253682143 1.178723376702737 80 47 25 0.34
21 -0.03864104994440541 0.1577594638552299 1.209326023119381 127 72 31 0.24
22 -0.1113591997059953 0.06607484420675763 1.178011263541494 95 59 26 0.45
23 -0.02762758049204022 0.003659929524674921 1.198517142783668 117 72 37 0.44
24 -0.1612311891220015 -0.003303564513884583 1.121703417681442 93 60 35 0.31
25 -0.1081156082443865 0.06554054600520964 1.179014540600636 96 56 26 0.79
26 -0.03865516908018117 0.05775385963810453 1.203673188821489 70 37 21 0.29
27 -0.01784093675689068 0.1420319903151552 1.222323557491943 134 82 40 0.44
28 -0.02819866721809695 0.126828662185438 1.210767457461786 188 126 69 0.87
29 -0.02383614766203599 0.08136350089055183 1.207137024715013 146 93 47 0.77
30 -0.05190426067983065 -0.2706546278937126 1.173945351959917 127 104 84 0.72
31 -0.02964033487195605 -0.1388202098068321 1.18503001860191 85 54 30 0.43
32 -0.08248393666780476 -0.08370574269932396 1.164722392645371 86 59 34 0.34
33 -0.01684256912952023 -0.005471465173403467 1.209101130041478 159 119 79 0.59
34 -0.01810040224253569 -0.006575855818159837 1.209417776166142 91 52 16 0.54
35 -0.04344395431079245 0.01981475500056046 1.198486761687327 77 44 13 0.62
36 -0.1574006591762162 -0.07348483804814987 1.113425877249096 102 89 80 0.09
37 0.055026423622218 -0.008740595867037626 1.131034969773175 123 86 60 0.27
38 0.05200183318518389 -0.006641486758525605 1.13638034264295 136 96 60 0.34
39 -0.009899463607158786 0.03879033305835317 1.207919504132037 128 92 57 0.44
40 -0.01241231256848258 0.04081740777176207 1.211203275061587 84 47 24 0.32
41 -0.03876593987258815 0.02528156575179774 1.201442545217432 181 135 86 0.22
42 -0.1567931351406514 -0.03428371703263144 1.125862561285538 139 96 63 0.31
43 0.0003868588477739174 0.05790633013133717 1.198112941266487 74 42 21 0.32
44 -0.008720841766193605 0.05982516417715961 1.205195322967546 109 61 28 0.51
45 -0.01243686536205478 0.06235305144298342 1.209533653841116 109 59 25 0.3
46 -0.01622178233043069 0.06237893871363176 1.214699594364268 164 112 67 0.36
47 -0.0276888413401208 0.05687451574695873 1.20422840065412 110 64 34 1.06
48 -0.03760354050618413 0.06104515448043796 1.204189362483789 159 122 85 0.49
49 -0.1655311794257574 -0.004598104840488892 1.119139006218343 75 48 34 0.32
50 -0.176844581337674 -0.02266721711338687 1.108022951336037 91 81 79 0.38
51 -0.03233863535184237 0.07633147366183063 1.203952472521178 174 111 52 0.29
52 -0.03384875420248529 0.07801350449174105 1.201753080877188 158 109 66 0.31
53 -0.188009046545645 0.007388626480010652 1.102941535808037 105 103 100 0.46
54 0.09843815034741331 0.009170575770514444 1.044264230175928 104 86 86 0.31
