# Camera list with one line of data per camera:
#   CAMERA_ID, MODEL, WIDTH, HEIGHT, PARAMS[]
# Number of cameras: 38
354 RADIAL 1013 760 1045.059618401121 506.5 380.0 -0.06962088024295372 -0.004469544187811178
420 RADIAL 760 1102 3630.2302754402435 380.0 551.0 -0.03704865215134832 -0.0012607873766675535
425 RADIAL 760 1057 2408.8908019777955 380.0 528.5 -0.17573936218932926 -0.004896592164213795
303 RADIAL 1157 771 945.9546538809996 578.5 385.6666666666667 -0.03091684102347767 0.004916080467073394
343 RADIAL 760 1013 1420.0236654433747 380.0 506.5 -0.12897359952264748 2.2094780820667497
322 RADIAL 1013 760 755.333556840084 506.5 380.0 0.0287801293638524 0.005388605958283902
386 RADIAL 760 1013 2152.9982150211363 380.0 506.5 0.0837265932772167 0.00160810863460815
421 RADIAL 760 1011 2305.9571025194723 380.0 505.5 -0.05778951047951745 -0.002449827230293736
487 RADIAL 1144 760 1498.1069307067642 572.0 380.0 -0.04499299449503952 -0.40694034531877793
460 RADIAL 1353 755 1753.852119286055 676.5 377.5813953488372 -0.011961062648849876 0.0035990108696292854
461 RADIAL 1013 767 1536.9079166117638 506.5 383.2972972972973 -0.008707723902383788 7.047286249318738
506 RADIAL 1013 760 1396.8456910377524 506.5 380.0 -0.08020957872125695 -0.007141924111136875
382 RADIAL 760 1140 1583.13617611798 380.0 570.0 0.037274906079366135 0.002587448706820106
329 RADIAL 1140 760 1239.996413615097 570.0 380.0 -0.0522917590732055 -0.0020543980267060257
521 RADIAL 1013 760 900.8479787586114 506.5 380.0 -0.13640077179010124 -0.030602631842879723
342 RADIAL 1147 760 1278.753427537551 573.5 380.0 -0.00848257062960598 -0.0011872619687720099
314 RADIAL 760 1140 2535.0750447521136 380.0 570.0 0.02700568838004027 0.0007171561835737003
523 RADIAL 1013 760 899.5223652824046 506.5 380.0 -0.134621379679645 -0.03783402186723746
350 RADIAL 760 1013 3326.5089802199263 380.0 506.5 0.0027542485856021626 1.0204595495027639e-05
330 RADIAL 1013 767 798.9284929850055 506.5 383.2972972972973 -0.027754842084476473 -0.01128386445756285
341 RADIAL 1013 760 1020.375263007493 506.5 380.0 -0.1072265550869685 -0.01057610273180465
514 RADIAL 1013 760 1298.3088538820023 506.50000000000006 380.0 -0.040705472893639245 0.0008967804470843677
479 RADIAL 760 1013 1115.5479826454834 380.0 506.5 -0.03185528607183003 -0.007183737302477856
497 RADIAL 1140 760 1807.306062927968 570.0 380.0 0.0006130295887235151 -3.774406062372979e-05
434 RADIAL 1013 760 1129.2137020443236 506.50000000000006 380.0 0.1036676016385053 0.013804225008374135
311 RADIAL 955 760 816.6864510292564 477.5 380.0 -0.011632642877364076 -0.006430400387191305
399 RADIAL 760 1013 1215.888631915828 380.0 506.5 0.01289586429948826 0.001699768424419283
451 RADIAL 760 1013 1215.823949803014 380.0 506.5 0.022160064197902295 0.0033024332161644913
318 RADIAL 1018 760 864.9405788091702 509.00000000000006 380.0 -0.059641327244615246 -0.014668229460348356
348 RADIAL 1013 760 822.1034763877844 506.5 380.0 -0.08164769608128121 -0.04766638495011021
471 RADIAL 760 1351 1621.3336833657881 380.0 675.5 0.007111124770150203 0.0002051037455884404
383 RADIAL 760 1013 1216.022484806136 380.0 506.5 0.004419590580949225 2.875379632140508e-05
422 RADIAL 760 822 902.8554021530064 380.0 411.0 0.0 0.0
520 RADIAL 760 1011 1213.4876033057851 380.0 505.5 0.0 0.0
362 RADIAL 1351 760 810.6 675.5 380.0 0.0 0.0
499 RADIAL 760 1013 1216.0 380.0 506.5 0.0 0.0
501 RADIAL 760 1351 1621.3333333333333 380.0 675.5 0.0 0.0
440 RADIAL 1647 760 1317.6 823.5 380.0 0.0 0.0
