# 3D point list with one line of data per point:
#   POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 2778, mean track length: 7.03
0 0.7472106749752354 -1.154604779605405 0.430170437154707 139 138 126 5.55
1 0.8001732511908399 -1.053951944050971 0.4187943197658081 85 83 78 5.02
2 0.7087736693048572 -0.9649400999681883 0.4155430022797645 48 48 48 5.25
3 0.8196931742893054 -0.9897124110441693 0.3832273548582064 76 72 61 4.01
4 0.7033781459263888 -0.8922316363899403 0.3607623664323194 123 130 134 5.18
5 0.7702720386385642 -0.8401438318197501 0.3923557574043059 118 119 111 5.74
6 0.8717640059608374 -0.8902474704737272 0.3369322302667151 133 127 113 4.93
7 0.5606822825380247 -0.44347205132475 0.821783684762979 186 194 199 3.17
8 0.6410314684646989 -0.4335542715243354 0.7684536955388991 227 234 240 1.55
9 0.6963070742914206 -0.5968967792439338 0.3692554616043258 98 94 83 3.6
10 0.5575686127834849 -0.3601304693401633 0.8219673629677463 99 93 87 2.37
11 0.5535388041342599 -0.3616282407559487 0.8093058392056689 91 89 90 3.89
12 0.7676678327411852 -0.536498674813663 0.3905140666646788 100 96 85 5.96
13 0.6081771244230163 -0.4340742610833029 0.4270226758039888 109 106 98 5.16
14 0.760524590084414 -0.5064344007425897 0.3315394734269724 93 91 81 4.43
15 0.7345492934106583 -0.4601491555290292 0.4342131999555424 99 97 90 4.34
16 0.6049804803923657 -0.2896069880035848 0.8142262517340344 111 105 96 3.44
17 0.4736445280696123 -0.1917739930530761 0.9699586292748966 102 106 106 2.98
18 0.6664167780031587 -0.3189270132008107 0.6753211706117379 71 77 80 2.91
19 0.4734506090566203 -0.1636883938997122 0.9836373399386332 91 91 87 3.44
20 0.4696216737887479 -0.1689721685427162 0.9613651793719268 97 94 86 3.31
21 0.5860269375789977 -0.2400032340871638 0.8080888675376078 134 130 120 2.42
22 0.6436230977299022 -0.2587026257535554 0.6822762194965734 59 56 59 1.66
23 0.6346629933350147 -0.2314394021751492 0.7340371691866268 47 46 48 3.63
24 0.6296339111098768 -0.231451807586839 0.7208441598533477 55 54 51 1.82
25 0.5923311487170972 -0.2184664685228236 0.7438458438202129 49 49 48 3.31
26 0.599569559051562 -0.2198554717441572 0.7434232908466699 50 52 54 3.27
27 0.6033672332570148 -0.2188000420951963 0.7344508715658343 39 36 30 2.89
28 0.5583594081227832 -0.1870206890815201 0.7988844901223342 104 97 86 3.82
29 0.5887469273656343 -0.2132830395653786 0.726352163438212 77 78 74 3.06
30 0.6119156256321059 -0.2173017282050475 0.7198946339975619 68 69 68 3.65
31 0.612102372166341 -0.2222005912963088 0.6988356016667014 56 55 50 3.97
32 0.6117351442158674 -0.2335307543223102 0.6175720643797975 46 44 41 3.73
33 0.7015701550604605 -0.3312726324570613 0.2911818873540074 99 91 83 5.02
34 0.6049460094988641 -0.217306289606255 0.5953699459127936 96 90 82 1.51
35 0.6648496012806191 -0.237394567336132 0.5219380971293996 98 96 89 2.53
36 0.5889840754156519 -0.1689584085179712 0.7514861438059304 91 84 71 2.31
37 0.7152270130781837 -0.2374557073529688 0.5023813296116076 59 58 53 3.97
38 0.6987780694717731 -0.2470381931507425 0.4405466565289328 90 87 78 3.0
39 0.7359533826105031 -0.2580592592141132 0.3963214522609043 92 90 81 3.86
